,S3KO_126_Proteins_norm,S3KO_127C_Proteins_norm,S3KO_129N_Proteins_norm,S3FL_127N_Proteins_norm,S3FL_130N_Proteins_norm,DFC_128N_Proteins_norm,DFC_129C_Proteins_norm,DKO_128C_Proteins_norm,DKO_130C_Proteins_norm,DKO_131_Proteins_norm
938,1526.3929117161597,1421.0740236132287,1341.1076005358027,1421.681856460595,1395.9632635406526,1277.5102783066682,1162.510121962432,1406.6552385141915,1330.3790634199745,1464.3454858923901
939,26.441599674670247,24.899564837460307,31.682278921571573,24.867670751893975,28.64628831211359,32.224346029497674,38.88678224874332,35.82854971135452,32.62346859680028,25.89663261311281
941,4225.405133827447,3954.3917267340003,3835.624351913974,4524.475864252895,4662.9242750804215,4043.929766015477,3884.705271889167,4115.667268683448,4068.156510616895,3947.7661518678237
942,1819.5008570460147,1807.822017381386,1844.8667227698634,1710.396474031812,1732.5077610557253,1517.8840415463103,1797.3398519860345,1840.114747905548,1698.4156862138468,1750.6313365384503
943,1803.185827459516,1646.6849095739433,1843.3424894196846,1814.0917806420264,1948.639067355396,1770.9850675034854,1646.4880310644387,1766.0397708949563,1836.2922415679077,1831.641315482034
944,92.82689247490619,88.80529208189265,97.55093441143686,92.84570508525667,101.24981213764286,83.85551109636789,89.21085339417586,89.24166369822045,98.86806538051702,90.40106549559161
948,575.0579106551512,533.2104530972489,525.9693796223789,535.1829991160503,555.7379932550037,443.91970244557297,594.8594151425411,565.2338379309701,541.330093597059,548.8568362617975
952,1343.8333565155108,1245.8303182362745,1366.3663246244785,1313.7619262477424,1337.6828838711804,1140.3085809261738,1351.4059775298572,1363.0235384055788,1394.7281069824703,1333.4394309250065
953,1760.4291981983472,1991.8705118453513,1978.781509964135,1909.433854219751,1912.4854758994181,1604.176688056674,1804.563402868154,1839.894940852104,1913.6108598019143,1894.248559162087
954,1330.331263064615,1230.3982685461372,1187.4866535999352,1146.9853081163144,1161.6563812084685,1136.336952844107,1181.5321392853468,1148.7116612977834,1164.3685076246359,1214.201089552542
961,1970.7430566036146,1962.9945906460152,1947.3169786640174,1915.2907187597723,2042.579136958224,1985.0919268367302,1934.707711261007,2202.246868454361,2048.494436385627,1967.195483995361
962,1446.7868190785885,1369.3813909088437,1451.2878969915773,1345.1585607491684,1364.2547857882787,1259.9990090357367,1550.2944118175476,1433.4716990343463,1360.308851123461,1334.6726039065834
963,1941.3947562554877,2052.9359845455865,2082.3205039655595,1904.537131407602,2009.1913940289326,1838.863801996993,2064.490842109754,2107.4001248933214,1981.7510098068522,1967.6697812959674
968,3732.5787228697636,3671.5023741319796,3562.6777084212595,3884.5414026259714,3795.4356407460023,3804.4586455217586,3612.6181886626655,3730.015793416138,3682.5610790369774,3821.98250774699
969,2307.6390411110265,2177.1497832784685,2120.644085341481,2357.435984444992,2272.934807109427,2123.4670597869263,1921.825712187894,2098.497939228844,2157.3390976673063,2390.64811397681
973,1795.8721935069477,1744.7683665002128,1807.8496271226663,1839.727564776218,1817.8539441649186,1714.5698958832163,1790.838656192127,1866.601497845537,1924.8844131702278,1903.7345051742163
974,1647.0678719335374,1687.7739253133266,1616.6672154859666,1655.9564380614495,1654.3725401768222,1555.524244051354,1594.7192497425824,1720.869421412236,1723.656473843787,1656.5307520981282
975,1244.4429463908637,1209.5697352220259,1232.778158862388,1210.7387188470389,1172.7197753152159,1129.837925073452,1266.529254664953,1230.4798851789114,1232.1095937935272,1239.813143785291
976,1943.7388697018237,1908.3670282459595,1963.8657978945291,2002.5676018233692,1890.1611270768744,1764.395775458238,1889.5605182477602,1825.827289431695,1921.7916684408674,1931.8129053701186
978,3412.654119713824,3295.2633221773513,3063.926781480643,3185.174168043748,3239.4013065774247,2782.2157357624837,2980.3167014478054,2958.712842881518,2965.4433656614415,3131.5004975241027
982,1494.5129688459897,1469.547701167524,1604.4733486845369,1508.0946119691068,1608.5384788774406,1376.1691304361946,1737.0232021203365,1596.4586291629928,1548.3676838603676,1514.905578137039
986,2432.5334055318094,2249.8602996099116,2333.819006745045,2466.604098904078,2427.1308624722174,2548.521528842681,2243.0329414128078,2593.943037691378,2558.09895501699,2526.012563569894
987,4340.641750849326,4290.677864766924,6409.618985122892,4299.706685757977,4384.067475407674,5311.2401812932,7928.810233243771,5932.702275977387,4781.682649468013,4198.859142808884
993,2389.307953581373,2253.741980820314,2241.058520005599,2300.5955941549482,2384.9516724402433,2011.3588307431278,2128.1784823871076,2298.3025508093424,2368.1445690588625,2395.391086982874
999,798.1237462084864,816.9518820625284,837.1307306802879,791.3488121123945,836.2740581046678,773.564833257129,842.3864253698362,835.8163207204021,793.0396081833803,778.9858865160528
1002,770.6507366174283,728.9039911924216,755.1487512028193,751.5029304056917,773.449784427067,751.9014073549456,728.9766765205599,776.7981268707168,771.9889908319282,719.4141455598811
1004,1302.38943078429,1357.1682963687965,1325.1031503589263,1380.9718471988072,1395.864483236128,1601.017438445939,1352.971080220983,1643.7171456534297,1481.823789199616,1506.5579456463652
1007,2686.8228321903403,2810.4318714829246,2830.1747098496667,2876.2965741872117,2958.6676811187112,2977.276833156726,2718.3425894562715,2919.3673803150614,3000.560983233532,3040.8148536481476
1008,1448.2870516842434,1378.4702054502739,1533.5964979012272,1489.0838057572344,1516.672795669628,1388.7158646045425,1523.2060960095994,1658.4442182341706,1477.2345550850814,1482.5585022356781
1011,1415.844521586953,1358.588423640895,1367.2373151102947,1448.8538673593825,1482.198469390567,1187.1557394396452,1302.0450465020406,1500.073236227846,1488.8074063304296,1599.7099354854743
1012,1099.201677255884,1092.3618976981634,1038.8739019575119,1085.4402233596966,1079.8662890621579,994.8025702831759,1002.6288624381871,1020.0146315063843,1062.6072294327819,1081.5875643029754
1013,2033.4715324275662,1936.5802233849831,1853.9032490602085,1848.7528970182182,1913.4732789446634,1618.5287077168703,1671.0481040636453,1894.9566077397992,1890.1658594341834,1948.9824676520725
1015,19.315494797808764,27.550469078710833,42.56965999427658,27.07599672600039,24.793856435656938,29.606682066317184,75.36571420344683,39.56526961990069,29.131660031393515,19.066751484379765
1020,1539.8012406292016,1693.265084098774,1988.7979005510238,1722.5902739757908,1709.2943894924608,1926.690941175428,2161.2864239301557,1946.1716511922261,1781.7202619885509,1696.27686588895
1021,1237.6918996654158,1191.7708067450583,1191.623858407563,1166.8602418832722,1217.0721320467294,1019.5349815215019,1162.0285519036242,1219.1598219265509,1206.4697423275404,1237.4416572822588
1022,1406.3743032637556,1230.8716443035034,1299.953300080978,1452.4063917525104,1446.8351203707855,1263.248522921064,1284.9493094143577,1306.6430291972204,1339.158467812997,1291.5115495513953
1024,1706.327059856912,1624.720274432153,1717.2666165977607,1628.2083421259383,1560.728811487568,1533.499761050801,1558.6014953319848,1691.6350833041986,1607.030067759201,1715.817914673936
1025,3278.383301507697,3147.7594361820543,3112.7022486863616,3159.922440600705,3073.2528343671656,2725.0784499454753,3026.1862495492637,3175.2227905237523,3157.3930707998015,3301.5835095215803
1028,1627.377318984315,1591.299945962102,1517.700921535078,1558.7900952007672,1615.8482214122555,1401.8944486950372,1367.177396955818,1520.1855816179623,1618.8024509225725,1671.7082657175351
1030,1373.4629504771979,1465.0979690482823,1427.3356586316263,1476.1218924309576,1423.3254078939474,1419.857039338931,1401.6096561605877,1447.6492539814776,1540.885236934496,1436.9311019173365
1031,1570.0871863558627,1536.5777084105732,1661.523225505511,1579.8171990411718,1622.26894120635,1535.846632190204,1606.1565386392715,1669.9840885399751,1602.5405996036782,1602.0814219885065
1034,996.2482146928064,873.1889220376288,1019.1677422159157,964.078308956631,1017.3383562981307,906.5241097317789,991.3119660561998,1008.1450506204139,1048.839527089178,1111.2785753209398
1035,1773.556233497829,1909.5978052151115,1733.379940585364,1685.0487324159817,1676.3017677812677,1776.9425096265857,1843.9317551757051,1719.110964984685,1853.5517524769184,1866.4547373465482
1039,1816.5941563725582,1807.2539664725466,1837.8987988833321,1767.7169351857915,1804.4198227495826,1827.4905033983468,1810.5830286032538,1908.2549344731547,1826.714709502792,1757.4612176671833
1040,1106.5153112084524,1131.557410408082,1194.4545774864662,1140.6483727123568,1188.5246240391405,1106.36921367942,1356.462463147341,1150.3602141986128,1151.498698912137,1094.109013038986
1041,3794.8383760044476,3985.2558261142735,3576.831303815776,3903.8402513562055,3766.9869130429374,4174.0908499777615,3341.1330680096744,3484.9309288261975,3583.892545574484,3576.581084413207
1042,1276.0415956474733,1276.978443070968,1402.621303596586,1256.2494367481884,1248.3854885810053,1176.8656121361082,1454.461970114762,1376.2119616122125,1289.7743181022445,1266.2789331591316
1044,3592.306974241016,3876.000701314163,3797.4096443487792,3915.3619520906736,3893.9196043569577,4298.655548915315,3800.3101190830707,3986.970238892048,3841.987081537549,3942.35916264091
1045,763.6183962784202,751.2473269401046,836.3686140051987,773.7782184923303,729.2949883046022,732.675116866758,735.2370872850636,737.0130501973723,781.8658207740788,762.1009026144627
1049,1248.9436442078288,1256.3392600498032,1219.3866801429608,1176.4616591619956,1187.8331619074688,1047.6974351943402,1228.4852200191235,1238.5028426296137,1245.1789344240494,1184.320359614335
1054,1942.332401634022,2051.421182122015,1756.4611884594988,1921.339611645368,2027.1694094523968,1846.7167938865346,1805.646935500472,1963.5364084142936,1867.0201569434873,2097.1529443615314
1056,1365.4929647596555,1341.8309218301326,1281.7713736895605,1258.553776895082,1301.0353908925797,1241.7656255680656,1291.0893276641593,1323.2384617322343,1253.3597430630025,1314.1829605203843
1058,1094.4196858253588,1118.3028892018294,978.7755584361801,1091.8731729364413,1080.5577511938297,1011.6819896319604,946.1647730429529,973.5254397030009,1081.0639318499318,1149.9812350504271
1060,2511.201852790846,2513.0572207054993,2348.7347188146514,2443.2726549167796,2443.232052109716,2066.78109534288,2403.9977335693707,2310.6117458022004,2239.346715974859,2395.0116491423896
1062,2833.9393920823886,2802.2898084562266,2571.1639141300143,2736.499938608997,2699.665722655395,2424.4081512780895,2484.179148360897,2547.7835564681604,2718.6223830666895,2761.4537435909415
1063,1907.7332871661024,1824.6741943436214,1892.2268304361303,1890.7110905262402,1736.0638520186083,1579.1734839945707,1925.557880143656,1788.789800926399,1995.9177759865022,1746.9318175937199
1064,1729.111842555298,1658.5193035080974,1648.7849896504463,1573.5762778100016,1576.928781429591,1290.5985981225706,1523.4468810390033,1555.464613695707,1543.4791518687982,1637.6537195339913
1065,1697.1381351472749,1586.1874877825474,1654.7730492404341,1633.4891216292363,1576.6324405160174,1285.6340630199868,1475.0490901288026,1757.4672958106441,1872.0084548940683,1841.6015587947697
1071,6021.277327334395,5159.98510559415,5624.63880978086,5118.995622151457,5198.115964994323,5048.480877954635,5846.742083987526,5609.256196834699,5171.767549203453,5243.451517664556
1072,1064.9776209393783,1089.8056686083862,1107.7910241477346,1081.3116139298454,1108.611357678796,1163.0551781234662,1065.112577568521,1174.209279497275,1194.697359164169,1115.3575321061553
1081,972.8070802294462,933.7810189804981,1018.4056255408263,986.7376537344186,1050.9236598364707,1023.5066096035689,1110.0189855523638,1155.3058729011002,1047.3430377040038,1004.2771043041222
1086,1726.955258184669,1799.8693046576343,1737.8437668251734,1705.883807910812,1773.106466215307,2278.541083536722,1712.7039141505343,1823.519315370534,1814.643028462386,1772.5438718264688
1087,1125.3619833169942,990.7754601673844,1007.0827492252131,1054.0435888582706,1009.8310531542663,818.3359134549745,986.8574430122262,1005.946980085975,981.8965685923802,984.3566176786508
1088,1290.6688635526098,1547.2760005270484,1406.6496345934868,1256.53747926655,1325.137785196565,1249.799146006792,1504.5452562307908,1466.6625641043743,1415.1801285798529,1463.396891291177
1090,2047.911271256996,2088.817866953942,2143.507585594162,2097.9096754010943,2077.2510238463337,1972.7257212175675,2186.5688520175736,2134.546295993642,2047.8958406315571,2021.5499546448611
1091,1791.5590247656896,1811.5143482888423,1859.346939596561,1757.251390351983,1798.5917847826354,1713.3964603135148,1920.019824467364,1886.7138432356533,1847.9648587722675,1762.9630663542184
1092,981.3396531741092,964.2664177548791,999.2438348528655,946.0276444726306,954.909203838628,881.159848571306,995.4053115560675,946.3792686026802,940.0946317665106,963.0132391513599
1093,665.7282187594283,619.8382166952572,624.6090521410863,667.5865433896479,671.4097298532279,667.5043106110231,608.5841618185682,644.1445701173277,629.8224992403673,652.3485072541275
1100,718.0488308816481,597.5895560990474,702.6715744323811,701.7675889019038,731.1718140905683,686.2792797262487,598.7119756130048,823.2873186741002,706.4427557612928,785.7209081846645
1101,1132.2067945802953,1196.4098891672468,1124.1220957567919,1108.6756531742076,1125.6015700570151,1000.5794838570915,1055.9627464511696,1104.200732975395,1099.1215704310355,1144.0050890627858
1102,4209.090104240949,3922.8649012934134,3086.028165058234,3765.7718708881607,3692.704124040491,3884.432792810652,2750.366998367001,3254.3533297635536,3699.022462273895,4117.849163865301
1106,85.13820037092407,101.68111268225235,104.40998448724102,95.72613026887373,110.83150167652225,133.59112639679705,113.89131890808417,131.44461795944784,96.77298024127298,89.92676819498514
1110,1616.5943971311692,1398.825363017019,1528.588302607783,1448.7578531865954,1504.9179394312089,1257.4716093471486,1496.2381727163531,1499.1940080140703,1448.9010227257809,1373.2804041759493
1111,107.45416038004292,93.823075109974,95.70007962907701,95.1500452321503,107.76931223626181,97.30488801064003,105.82502042305073,103.52912217207349,89.98889502848272,90.02162765510644
1115,243.78779841894556,253.7294059482647,332.82723939259205,310.70186313949387,273.32510261937347,314.48073268002764,305.917379857761,413.45706752796224,524.469646524095,401.16065685294535
1117,503.7968618865363,527.4352688573816,558.849270461948,524.7174542822416,527.1904852474147,506.6533732873121,589.2009669515475,520.0634884482502,574.2528600708941,537.7582794276063
1119,2489.542244546701,2439.778653465217,2587.168364306891,2560.0258890260584,2571.9427889051776,2508.2636623744575,2674.519714104746,2610.318663172948,2421.020527335022,2385.6205625903813
1120,937.7391430722595,969.0001753285408,955.9120581834997,964.7504081661416,915.5946426378651,872.2236853866553,954.8330341014964,915.826088173979,902.8819290551758,947.2665687712255
1121,2577.587145591082,2521.5779843380906,2915.858398891855,2558.297633915888,2609.3805243199745,1987.890119349096,3087.827217076684,2766.0519605379463,2662.952977938204,2785.832624842114
1129,878.479955148885,929.3312868612561,932.0686936342756,900.1328698803321,950.7604310485976,937.8458130153524,936.4129793520916,939.5652499459195,899.4898864487807,909.7022225631937
1130,2432.7209346075165,2375.210200160472,2516.5092611450355,2411.299935378631,2381.9882633045077,2313.6538863531773,2640.4486324440823,2418.5370090431516,2458.732059841415,2348.245935302592
1131,209.37621302673287,221.53985444736546,233.9698192524306,249.3488067284504,249.61782953348634,231.2570715058068,208.51983546384966,253.98705025441805,231.65655682498542,233.1645529781366
1133,2169.898935004322,2557.554541897919,2160.818521499763,2358.492140345651,2405.5967560858703,2639.237124808074,2007.6655751704138,2401.1722518210845,2513.0047415437375,2592.8884829554054
1135,729.5818690376213,791.0108905588626,802.9443541119942,743.053683200415,754.8790871764554,807.8652576022525,971.3268086156692,787.4587689627457,743.9547563496625,693.8020913271322
1136,2351.2395512128764,2346.144928658189,2617.979652742646,2437.7998470679076,2381.5931420864094,2530.017352551233,2773.000791130976,2546.244907094054,2506.9190180440287,2379.739276062861
1137,711.4853132319072,526.8672179485422,494.83146975444254,594.1357012074128,815.8265350680902,425.32526187953226,1515.621367583374,3432.5069465798288,2751.5451495405246,1665.4475413495297
1141,71.63610692002862,75.07739511827384,71.63896745839894,71.43454455370316,75.56693296126517,53.16565773494153,64.40999536556558,79.46024981996722,69.13780959505378,68.48853020757308
1142,1065.7277372422059,1084.9772358832513,1104.742557447377,1039.7374771129726,1065.7407055151502,991.5530563978485,1096.7758089351446,1120.1367443500774,1092.437251177257,1094.2987319592285
1143,1789.0273822436466,1718.5433495421273,1713.8915284652223,1778.086465846813,1751.5723598289594,1532.867911128654,1530.6704319211228,1663.2799734099365,1782.8176875376785,1756.8920609064555
1144,68.3543480951582,56.142364823627226,69.46149124385794,55.40017769823485,51.266978048230875,83.40418972340574,92.58184380583164,81.65832035440614,72.62961816046054,135.4593090532055
1145,144.20985921859165,124.78184964172124,107.78507261977957,123.37821203159753,108.95467589055617,100.37387334678266,96.55479679099737,108.14507029439523,120.21798060900406,123.31729815768006
1151,1707.0771761597396,1664.862538656804,1746.3359240618831,1440.2125918085314,1407.421778865498,2960.668206631719,2782.030229733625,2037.8311924783295,2161.928331781841,2764.489246314823
1154,1328.9247949968135,1397.3105605934475,1382.2619009906275,1336.2292426799556,1316.4451183984063,1260.089273310329,1349.9612673534332,1375.6624439786026,1396.424128285668,1395.951815144938
1155,1873.134172698183,1834.7097603997843,1874.9158945305292,1832.4304876443882,1816.5698002061,1675.665993533879,1819.973644750009,1772.633982498273,1850.6585396655812,1855.9253372730848
1158,112.51744542412872,95.33787753354574,123.24515374302068,107.63188769449091,132.16804745382066,112.01796476920619,96.1936192468914,111.00256198916583,115.92804437150434,101.68934125002541
1159,2167.461057020133,2140.1317990524344,2095.3853612528055,2081.6832802000513,2175.1423056301423,1984.730869738361,2116.9819785198224,2125.0945926955546,2162.0280977408524,2065.944181981626
1168,1592.9657335921024,1618.7557398893396,1458.9090637424708,1349.2871701790195,1410.385188001234,1652.2875464144395,1827.1971956321286,1702.6254359763932,1748.9970274327386,1895.0074348430574
1170,754.5232361066365,731.8389208880918,719.8736365272551,770.2256940992027,754.4839659583572,683.7518800376606,724.4017609618843,756.5758779538787,716.3195857034433,753.4686917434251
1172,3743.361644722909,3366.743061539642,3540.4674510329414,3451.2294408371777,3363.9632705828562,2844.137028132891,3528.824998430079,3518.231697422947,3541.0929491584984,3723.1389503006035
1174,1733.4250112965565,1628.1285798851895,1569.960350684062,1710.3004598590246,1640.14817632529,1282.0234920362896,1413.889692660191,1500.4029468080118,1662.400175010651,1602.0814219885065
1175,1506.702358766937,1610.424326559695,1590.1020056685663,1598.251920216321,1613.6750547127158,1486.4720739881445,1742.9224353407342,1661.3017099289411,1637.658217175769,1547.6320918788847
1176,1729.4869007067118,1676.3182319850653,1687.544066269276,1674.8712301005348,1664.5469115428486,1524.473333591558,1584.124708448807,1698.8887160678469,1677.165536944371,1710.9800822077502
1178,3557.52033069739,3422.7907512117963,3477.538388432706,3679.3591153796488,3746.0454884837372,3651.1899072638116,3358.1084125826555,3697.9239636133293,3570.424141107915,3391.415418256444
1179,685.887594397918,574.1101185336855,668.9206931069956,664.2260473420947,628.9341989076802,468.5618494093065,652.1662521406893,605.6783357646465,550.00973203107,550.7540254642234
1180,58.69660069625382,52.82873452206407,61.40482925005624,57.800532017915735,73.19620565267645,62.192085194184585,30.338913704901913,71.76700294943097,70.33500110319325,63.840416661629746
1182,1952.08391357078,2038.7347118246016,2012.5323912895205,2072.657947958051,2081.597357245413,1639.1089623239445,1912.0739184970328,2036.1826395775004,2035.8241595911509,1977.345446228339
1184,1574.4941196349746,1423.3462272485865,1589.339888993477,1673.5270316815136,1738.829700545295,2030.9461783296852,1653.1096193730482,2024.9724798518619,1859.0388802225575,1703.106747017683
1186,1233.0974373105973,1171.8890249356793,1219.822175385869,1239.2549281648478,1313.4817092626704,1073.1519606294057,1122.058237022563,1289.058464921709,1212.1564019912028,1210.6912895280543
1187,689.9194695256159,926.2070068626393,891.7853836652671,712.7132045996485,595.3488953693401,805.0670650898871,892.4697114858647,636.4513232467914,860.4813964752366,703.8571940999892
1191,1120.5799918864684,1101.2613619366475,1014.7039159761066,978.768477393078,992.7420604715228,863.10699365282,950.9804736310326,952.9734802059969,970.4234833060436,953.5272931392308
1192,1359.3982697991817,1453.168899962655,1254.2262995756168,1348.9031134878705,1418.8802941903436,1301.791368172032,1265.8068995767412,1283.013770952002,1322.1982547810214,1395.3826583842106
1194,727.7065782805525,772.549236021582,787.7020206102072,747.7583776669895,717.3425714571342,699.3675995421511,726.328041197116,801.6363239098768,781.9655867330903,865.4028546865501
1195,988.1844644374106,891.3665511204896,903.9792504666967,951.6924806670776,931.992173188937,823.8420342051128,840.7009301640081,889.2294347072681,899.2903545307573,963.8669742924516
1196,6.938575801154605,14.67464847835113,17.528683527055062,14.306111745298079,15.508507810351151,16.69889079959963,20.94829755814656,14.836976107462759,14.765361933720001,13.75462171758739
1202,2280.166031519969,2034.7583554627256,2017.7583342044188,1804.202320844941,1803.135678790764,2544.730429309799,3005.719522049925,2299.9511037101715,2528.667997108562,3355.937980171081
1204,4028.8746624866358,4403.435970171545,4037.5852708126517,4147.908278581358,4321.934663861745,4186.366791322332,3681.603099586907,4048.0765997494505,4367.554153610772,4380.420149481039
1206,543.5530259363952,550.2519803624308,615.2459044185599,568.5959312460083,562.1587130490981,531.0247274272683,589.0805744368455,585.1263762676424,559.8865619732206,588.9823878931041
1208,900.608386082297,830.5851038746739,872.7324667880333,862.2072716293742,904.1361273130196,926.6530429658909,849.1284061931476,956.930007167987,921.8374612673839,919.852184796172
1209,3029.7197471203726,2835.804812077751,2565.720223593662,3005.339622413256,3064.165046350909,2638.6955391605193,2137.328313504459,2397.6553389659816,2575.9570616800706,2706.814694561077
1210,1690.387088421827,1654.3535968432752,1606.977446331259,1668.7263230421518,1637.4811081031278,1423.828667420998,1683.9301031367584,1577.2255119866522,1657.0128132240238,1695.5179902079794
1212,2477.9154418528747,2800.301630275289,2946.66968732761,2695.021815964911,2705.7901015359153,2731.3969491669454,2984.650831977077,2981.0232588060735,2861.088172535285,2690.4040079600936
1213,1251.6628158055787,1232.670472181495,1103.0005764757443,1206.6101094171877,1215.7879880879107,1559.0445507604588,1089.552258053025,1102.332373021122,1150.4012733630088,1139.5466944370849
1214,888.8878188506169,591.6250215562336,586.1765969544375,669.4108126726055,905.2227106627895,471.54057047085666,1814.0744115296113,4286.017735102465,3270.328136400957,1899.0863916282728
1221,1934.1748868407728,1944.627611260208,1677.9631709252958,2010.9208348558589,2031.81208376505,1507.6841785173658,1379.9390035142292,1831.4323692945143,1999.5093505109207,2215.727269513147
1222,1991.3712549313716,1970.0005518550345,2052.0535845834397,1886.2944385780272,1862.305081200957,1640.1921336190537,2082.9108968591586,1927.4880516494952,1868.5166463286616,1866.7393157269123
1224,1387.996453844481,1433.287118153276,1288.9570451975458,1400.462724274616,1406.4339758202527,1219.8314068421053,1215.0012583725006,1298.5101682197962,1320.3027015598007,1442.622669524614
1234,1623.720502008031,1616.6728865569282,1628.752208476669,1614.1902728990021,1619.5030926796633,1363.893189091624,1732.327894046959,1696.2510314265203,1633.2685149792576,1621.053314012765
1235,1072.9476066569207,991.5328613791702,904.1969980881508,941.1309216604817,917.5702487283556,841.0825106522669,819.7526326058617,872.3042915920884,941.7906530697082,983.0285852369526
1238,1204.0304305760305,1155.51022373081,1066.5278498821824,1097.7300374764627,1125.6015700570151,1315.1504808117115,1305.8976069725043,1342.8012894887406,1312.9200205929405,1252.9037492820294
1240,2068.633234122606,1899.562239158949,2140.894614136713,2010.248735646348,2083.5729633359038,3172.4281948255607,2102.2940917261794,2153.559606116539,2015.3721379937685,1938.9273648792157
1241,3963.989602292055,4200.452445412932,3920.9814195239815,4319.485605352148,4196.780018029166,4196.927711449646,3696.8929489540596,4049.9449597037237,4114.946745393346,4225.419791642846
1242,1274.8226566553783,1291.8424418522657,1022.6517041591812,1084.1920391134624,1137.7515475135322,1509.6699925583994,1435.3195602771455,1324.7771111063416,1405.103766719679,1401.074225991488
1249,2623.531769139268,2568.347509165868,2712.155499021544,2771.161054985189,2842.1069217797663,2582.912217462397,2832.354300879057,2722.5301639560553,2797.537256644882,2546.597066416214
1251,1607.8742951107993,1605.5958938345602,1666.4225469882283,1703.3874394183438,1689.5383285875548,1666.639566074636,1588.458838978079,1670.6435097003066,1608.0277273493173,1606.7295355344497
1252,1411.9064109971084,1268.7417048927966,1286.3440737400965,1304.9286223513166,1494.5460074561333,1581.7008836831587,1399.5629834106537,1796.1533372167694,1513.1503003292653,1231.8449491351023
1253,560.9932299771351,613.684331849497,581.7127707146285,533.0706873147311,575.0989329418115,600.1671617650701,630.3752069796287,626.999619948704,615.7554990197287,620.0962908128881
1255,40.975103041953545,38.72213695255233,50.62632198807828,44.35854782770277,43.46333399079304,45.49319439458495,50.32407114543254,58.68848326951936,47.78789436656676,48.757762502344264
1256,1639.472944367409,1592.6253980827273,1673.2815970640327,1643.954666463045,1609.4275016181612,1568.2515067688867,1747.256565870006,1630.528722446796,1636.0619618315832,1591.9314597555283
1258,1409.656062088626,1359.2511497012076,1350.579622069056,1401.7109085208501,1393.4937559275395,1282.4748134092517,1451.5725497619144,1410.3919584227376,1386.0484685484594,1197.2212461908307
1259,43.22545195043612,39.66888846728467,58.24748873897179,48.967228121490066,50.37795530751011,35.654388464010026,56.58448190993611,48.027841177490565,48.28672416162487,48.283465201737805
1261,1518.1416323850567,1530.9918744736524,1575.1862935989604,1604.6848697930657,1609.7238425317348,1494.956915799833,1466.501221584961,1660.6422887686097,1573.8080034083312,1562.1455892774425
1264,617.4394817649063,607.7197973066833,636.5851713210618,588.086808321817,639.5036914918048,588.5230703426465,691.1734269041345,652.7170452016394,582.3339027508355,630.6256908863515
1265,527.1442318120431,634.0394894162421,429.07168807530434,541.7119628655823,478.7881360303951,425.32526187953226,544.1741664530026,433.23970233791255,504.2171568447357,467.84685731821384
1270,1329.1123240725206,1220.6467279443943,1358.8540316843118,1248.2802604068477,1268.4378903994848,1048.4195493910797,1332.5043527216444,1355.8798091686524,1313.0197865519522,1287.9068900667862
1278,1449.0371679870711,1212.6940152206428,1185.3091773853942,1359.656700840041,1440.216839967642,1100.231243007135,1007.3241705115648,1401.379869231538,1554.1541094830418,1551.7110486641002
1279,842.6619016888707,912.5737850504938,866.8532810087727,840.7000969250334,849.7081795200039,830.0702691519904,791.2196066214897,822.2981869336028,861.7783539423876,888.9280007966306
1287,1264.0397348022327,1348.3635072817858,1377.3625795079104,1411.0242832812119,1405.4461727750074,1485.3889026930353,1442.543111159265,1492.8196034641974,1454.2883845124086,1426.8759991444795
1288,984.6214119989796,988.1245559261339,965.2752059060259,901.1890257809918,938.0177717649334,814.3642853729076,943.7569227489131,1012.43128816257,1005.7406327961577,1005.8897151261841
1289,2906.7006734566585,3101.557962263116,2995.8806497762366,3065.0604378869166,2987.709090648923,2560.0753559905124,2846.4402250991907,2788.5821835159454,2795.0431076695913,2797.974635737639
1291,513.5483738232942,557.3526167229232,537.183382127265,521.8370290986246,508.42222738775405,485.6217973072758,541.1643535854528,560.7277933353704,539.0354765397916,523.0550631088059
1293,203.93786983123331,218.03687384285584,188.3516925577966,202.97396127221572,201.41304092551593,218.98113016123625,203.22256481696203,210.4652536725273,217.1904927683003,200.72261761665462
1294,621.6588859683112,628.3589803278481,673.8200145897129,680.1644000247758,702.1304045603565,658.2973546025952,626.161468965059,710.8560108375491,643.6899675429828,683.8418480143965
1296,1428.8777923485814,1331.7006806224967,1357.8741673877685,1406.4156029874246,1315.3585350486364,1509.5797282838068,1363.6860140294602,1093.1004767764787,1161.0762309772524,1198.7389975527715
1298,1395.4976168727565,1389.073822415276,1338.4946290783537,1397.0062140542755,1383.0230436479392,1271.2820433597906,1356.2216781179368,1404.8967820866403,1470.0514060362448,1400.9793665313668
1302,545.2407876177571,546.3702991520282,519.8724462216641,545.5525297770718,558.7014023907396,530.122084681344,504.44463660134534,524.679436570572,539.3347744168266,550.8488849243447
1303,403.75009999691525,417.8014434513777,470.1171147194022,396.05846274734614,405.39436976866955,388.0461164728585,455.08370557352873,460.71558401839917,472.3918159200284,448.11608961298504
1304,1625.87708637866,2363.6598316807376,1760.925014699308,1942.942800522496,2110.342425862051,4038.3333809907454,2035.355853551872,3173.9039482030894,2169.6103106257356,1894.1536997019655
1305,1640.9731769730638,1548.0334017388343,1663.8095755307793,1550.8209188594267,1474.2960450286048,1517.4327201733481,1403.5359363958196,1650.9707784170782,1598.2506633661785,1560.5329784553803
