A	Coef.DKOvsDFC	Coef.S3KOvsS3FL	Coef.DKOvsS3KO	Coef.DFCvsS3FL	t.DKOvsDFC	t.S3KOvsS3FL	t.DKOvsS3KO	t.DFCvsS3FL	p.value.DKOvsDFC	p.value.S3KOvsS3FL	p.value.DKOvsS3KO	p.value.DFCvsS3FL	F	F.p.value	Res.DKOvsDFC	Res.S3KOvsS3FL	Res.DKOvsS3KO	Res.DFCvsS3FL
0	-1.11022302462516e-15	1.76294109519394	0.564240139227484	0.227501101326473	-0.971199854639978	3.64649601125181	1.16708347357167	0.526109872206851	-1.83381671523168	0.00604160983019787	0.275343072252713	0.612461842700742	0.102375234890583	5.07498302368445	0.0276728645108883	1	0	0	0
1	-1.50990331349021e-15	1.81943374520974	1.00759170449115	0.778374901926653	-0.0334671387919373	9.81608930712054	5.43609251089205	4.69511339980792	-0.164827707146718	7.06778568542206e-06	0.00052997237575269	0.00137215461836366	0.872990465594931	46.1285943716519	1.52390484361675e-05	1	1	1	0
2	-9.76996261670138e-16	2.20567768006215	1.67989433351446	0.334884780454249	-0.190898566093436	9.7220880820793	7.40456360720544	1.6503190774347	-0.768120836599306	7.61578374940883e-06	5.99168276987466e-05	0.135806489112086	0.463530107967824	49.9915539066676	1.11061095963928e-05	1	1	0	0
3	-8.88178419700125e-16	2.86639537206956	1.49774266563937	0.503300968635912	-0.86535173779428	10.8849048515011	5.68755677125847	2.1368366104236	-2.99978818484637	3.14959122246528e-06	0.000390505849872904	0.0635918837579957	0.0162194507725991	50.2960139908366	1.08433098016193e-05	1	1	0	0
4	-1.24344978758018e-15	2.73108867728594	1.60992839277788	0.519781278462896	-0.601379006045163	10.5986995809968	6.24774564219807	2.25523820469414	-2.13046508159965	3.88329202983138e-06	0.000203787869176295	0.0526991688890351	0.0642368678350928	50.5087797176265	1.06642207099514e-05	1	1	0	0
5	-1.86517468137026e-15	3.18740152278335	1.65263495403119	0.661486572747708	-0.873279996004452	10.6484664024608	5.52112046685798	2.47073591771318	-2.66325761924865	3.74310781458521e-06	0.000477519100063138	0.0374051723343288	0.0275509909714381	47.9750822945955	1.3061304122473e-05	1	1	0	0
6	-1.17683640610267e-15	0.510916108353323	2.3480379754136	0.541357895945077	2.37847976300536	1.86453831397135	8.56893469639988	2.20882443773113	7.92374615646396	0.0975945465198462	2.00788421433709e-05	0.0567310751551521	3.62275576651655e-05	40.6977793592894	2.48634143128139e-05	0	1	0	1
7	-1.11022302462516e-15	7.90714484674184	1.76767340418335	1.19707772487006	-4.94239371768843	12.736215549057	2.84723119816014	2.15574834861716	-7.26720517701653	9.05110064245872e-07	0.0206025351375258	0.0617145228500735	6.87582972798402e-05	59.6271427630327	5.52385668147792e-06	1	1	0	-1
8	-1.02140518265514e-15	3.37313421633807	2.2646507422751	0.97467041792919	-0.133813056133781	15.3655220855433	10.3160855052625	4.96393962575727	-0.556444130490133	1.99438226844934e-07	4.79886925280984e-06	0.000962868545969833	0.592466836078773	118.240936967529	3.48631496562204e-07	1	1	1	0
9	-1.04360964314765e-15	2.67552917231804	2.73485422039543	0.766552665684684	0.825877713762077	7.29937111006265	7.46122153820207	2.33815209607953	2.05684174286098	6.65657227263147e-05	5.66419157572521e-05	0.0461896842386889	0.0721678653893221	39.5450336145265	2.78018044722026e-05	1	1	0	0
