,S3KO_126_Acetyl_norm_log2_ro,S3KO_127C_Acetyl_norm_log2_ro,S3KO_129N_Acetyl_norm_log2_ro,S3FL_127N_Acetyl_norm_log2_ro,S3FL_130N_Acetyl_norm_log2_ro,DFC_128N_Acetyl_norm_log2_ro,DFC_129C_Acetyl_norm_log2_ro,DKO_128C_Acetyl_norm_log2_ro,DKO_130C_Acetyl_norm_log2_ro,DKO_131_Acetyl_norm_log2_ro
47,0.7188700671992789,0.8618260228412709,-0.5811361442952494,-0.8916296196491151,-1.4188697848860905,-2.9235059911375583,-2.6297217366070598,1.8780615525330848,2.4571808610293058,2.52892477297212
48,0.645860275861863,1.2427266224269893,1.1914657505291686,-2.5095147032375156,-1.7599146631156666,-1.11874404188599,-2.150090314281198,1.3495190434132462,1.5013011596883947,1.607390870600696
49,1.548803671392486,1.5439141590630836,1.5883924035591175,-1.7093534522784615,-3.884291873584556,-2.3603589276392523,-3.619115696137533,2.2543738360789956,2.2589114229358467,2.378724456610257
50,1.7849476346057784,1.9104445528921765,1.545966136443818,-3.322255931449744,-2.698430122495724,-2.985019377686707,-3.674517728211275,2.2000189153878598,2.5638225337913934,2.675023386722401
51,0.23205706225247447,0.4975754164878454,-0.3061241179509251,-0.07502140145192282,-0.17668251700278237,-0.513598809704721,-0.23945507734489535,-0.14588273498946336,0.23684280959156734,0.4902893701128255
52,0.04816887782217272,0.40067307047963574,-0.15083032863811807,-0.901975907013683,0.18034724057605445,-0.4497901447628543,0.08504471383835543,0.3990062081273309,-0.1254560702698826,0.5148123398409776
53,0.30852070954045807,0.7942068199977625,-0.9111433725487299,-0.6497980067410973,0.052534588668996296,-0.4256512289678591,-0.7407798978903324,0.5346157311844459,0.381535729031528,0.6559589277248188
54,-0.30578460470714663,1.0487387555869683,0.11374032570122905,-0.644494677460655,-1.5453762873279395,0.08172448957322453,1.0178834638069851,-0.19817319915560194,-0.19616192607589955,0.6279036600588306
55,0.8179333145288097,-0.993646615666979,-0.6782382480466738,0.5847163706226155,-1.182777823966966,0.29397908341083845,-1.0547021452226615,1.0448436484526988,0.5628213296620261,0.6050710862262836
56,1.345410651836941,0.7432331167515969,-0.16967577092165098,-1.2327653556119562,-0.9937167043347659,-1.8874947972776397,-2.0082454210332616,1.1584145685006355,1.7088137274023403,1.3360259846877542
57,0.017606388392167105,0.07235176534467236,-0.20518306150905907,-0.2124593699147228,-0.4093414015197929,-0.5156743668141566,-0.44482433451916936,0.3209904656935807,0.630201885961645,0.746332028884825
58,-0.2689543169377622,-0.23994370414154353,-0.002434285545424686,-0.3357097230963024,-0.5041731828228908,-0.3754129110179072,0.2350802481323857,0.42651291098163924,0.5443061767775816,0.5207287876702278
59,-0.3662519287970758,0.06102561273605556,-0.04472551459753493,-0.2004417842911037,-0.5038197296923341,-0.3383473520575846,-0.1865055145005874,0.35815216352013124,0.652835794901879,0.5680782527781494
60,0.1620134330738794,0.05864933572960718,0.18359606160421782,-0.42266210563597095,-0.6040289832021912,-0.3477040573904224,0.1673311116538092,-0.35151415263163033,0.49842804128437024,0.6558913155143244
61,1.1283878299430175,0.8723463880590794,1.245765310031592,-1.8242814601065631,-1.8342147142788323,-2.45347944627712,-2.44202666614467,1.6533777972592913,1.8910185352754132,1.763106426238787
62,1.2970781965619889,1.321106709636397,1.6886667978235508,-2.118140672162637,-2.7498840100823725,-3.7350603285547566,-1.8670486283639323,1.8585614288874082,2.224988473552356,2.0797320327019886
63,1.495611685861908,1.4620515258386613,1.4643558802665568,-3.8166307490118987,-2.4023878816574538,-2.504633503465501,-1.774125327024612,2.0358769175171014,2.0180927832605535,2.0217886684146817
64,0.2040630553093834,0.1483081696440136,-0.32658013740711844,0.11279447175803803,0.1522099841680724,-0.19639384631544576,-0.6917903257266866,0.18088937648745773,0.15682402426470787,0.259675227817568
65,0.6022463134781386,0.3865844359972632,0.3023655607746534,-1.4073187403906724,-0.6262247435217292,-1.118686012785104,-1.6985014265121818,0.9636402052927364,1.3787770937018786,1.2171173139650229
66,0.06121392876096099,0.1251770301372579,0.17138394712035954,-0.8826154941146962,-0.7535535547109742,-0.6878316113665535,-0.4297698318342227,0.28464184613273513,0.8616720707150227,1.249681669160104
67,0.3888391976712744,0.972542353128488,0.8713338629411158,-0.8931589610989557,-1.4080656979259731,-1.099269570386971,-2.8596024811077765,1.0861675419592212,1.4489278232173,1.4922859316022699
68,-0.036664175358397166,0.17252720484304085,0.6073264060143897,-1.0350110845962353,-1.629336523418909,-1.2464322981766855,0.5034892810143736,0.9495317711059981,0.7892883208619423,0.9252810977104664
69,0.6242273317820608,0.8225273958629269,0.29981051608235365,-1.1864552601454614,-2.276680030997109,-1.493183433821639,0.45167562764308977,0.4268413268800475,0.815275381382599,1.5159611453311168
70,-0.08887374987758889,0.49355482281210783,0.3350523631694764,0.35646217471875774,-1.1871702795079653,-2.3814197027722206,-0.5984560949163922,1.1384468571282533,1.1264169381498181,0.8059866710957508
71,0.1622820822490958,0.1327556292537082,0.33961200942707404,-0.7320321901457101,-1.0529079503295593,-0.9204900256360062,-0.8259030459907901,0.9065839398239905,0.9191189594580269,1.0709805918901782
72,0.8786460500142144,0.28119724439517135,0.32030875588068364,-1.8511947056573583,-0.9043849021365147,-1.8942091125767064,0.3025645093226168,0.9806247342076579,0.8256891260621031,1.060758300488128
73,-0.032928203857397254,0.015283946826351702,-0.9443083719827012,0.5753083606409919,-0.23143880652951632,-0.29268884102003456,-1.1183524659071253,0.302443827279105,0.8134515303648593,0.9132290241854815
74,0.08944032849121797,0.06478475608613277,0.2110167564226062,-0.4266071756381802,-0.6058101539233407,-1.2364094991291914,-0.546898953451989,0.826301995007265,0.7991592774936347,0.8250226686418607
75,0.1450346647033367,-0.15633762240314208,0.05559015032570347,-0.4324537574536649,-0.7085995101073395,-0.6209995845351468,-0.844239738634859,0.898733583101829,0.863231860605997,0.800039954397298
76,0.9653859665453997,0.5743130717036276,-1.1279920353227921,-1.460324800879549,-1.8732286910403366,-2.1017295926748423,0.587780953002361,1.7623380828977755,1.4008151590120552,1.2726418867563178
77,0.7822087925485954,0.9078996959100616,0.9560859794350964,-1.8084607234253154,-2.0104137479384887,-1.9308372846842294,-1.4781238784577004,1.461147996101129,1.5295819913299908,1.5909111791808783
78,0.9184433386894142,1.0353682394571768,1.0838036348012796,-1.4497819340747746,-2.4469357069916793,-1.9853920618474707,-1.8648730599796406,1.3977955758238148,1.6111951291430229,1.7003768449788828
79,0.9060524654521096,1.0290254019252547,1.1835745080769309,-1.6240410476551332,-2.3968408829023042,-1.8528876242340422,-2.1050486552953913,1.5741391509228482,1.6137015052255457,1.672325178484206
80,-0.32890721644148435,-0.1787656101258701,0.2906412394662157,-1.0471734289839998,-0.37383973287540195,-0.713489631147108,-0.0967175235714306,0.8105899489383823,0.8700910166150386,0.7675709381256475
81,1.1364947637275349,0.3356192391074835,0.7098886424123441,-0.5310491543796596,-2.4450372318661397,-2.385591174728024,-0.385271854001318,1.501557600831183,1.048648179312587,1.014740989584002
82,0.46110674621342973,0.6393468500185806,0.6586681018403899,-1.650115334189533,-1.3217600412059571,-1.4326956068277452,-1.1676052624940398,1.1923241253628296,1.3106601134757474,1.310070307806284
83,0.4138568874598656,0.6367896060628633,1.024488322710845,-2.3222908446463526,-2.626863377687138,-0.0893700237443773,-0.12467461274839309,1.067138795898038,1.1842221424419317,0.8367031042527118
84,0.05278543825661508,-0.4657472582129696,0.35437001171183624,-0.339594736818178,-0.041455354616759976,-1.0600673043212776,-0.6446025348950672,0.6153509405583417,0.8996348999154051,0.6293258984220476
85,-0.1557967880537463,-0.20399246743319388,0.061814158291903176,-0.1870324718448968,-0.6828842820556842,-0.6585693029026407,0.03916474651176571,0.5311978818522682,0.5485832040487946,0.707515321585432
86,0.4524052925962181,0.41178074115124375,-0.6582759147583372,-0.11885833612468577,-0.46277163623492257,-0.7089278107686168,-1.10818618697939,0.3371093127685274,0.7815340706973419,1.0741904676526088
87,-0.2679439541342461,-0.23068143042165978,0.021087726669086315,-0.20321040375887378,-0.8201234408559275,-0.44985779718840924,0.19757211002466946,0.5876092444281644,0.650736529046358,0.5148114161908319
88,0.6153394498102847,0.1232119616241878,0.25024843047067513,-0.4474079244503528,-0.18348425758684694,-1.862884462800928,-0.8878546716048485,0.5577355263446622,0.860911168442688,0.9741847797504812
89,0.15371204897120183,0.23038333309928927,0.1834017048442078,-0.28796988316767,-0.37034899887220263,-1.89377822724503,-0.3408620285197923,0.6523580372987423,0.8784722763173081,0.7946317372739324
90,0.32472960273371854,0.09661874357517597,-0.3483669572256547,-0.17413507634666914,-0.3901708272315849,-0.8384904456281372,-1.1594212979997964,0.40550448239229553,1.0255137712598792,1.058218004470774
91,0.3278464199771687,0.10687174210025496,-0.24101527059549444,-0.4676130650246124,-0.7054037430070572,-0.8887789890381086,-0.24555283589906018,0.45771279735875225,0.7920006976559435,0.8639322464722037
92,0.7676538367505676,-0.18818169561123188,0.2279743932194167,-0.2932300531701477,-1.0763746399634213,-2.020036554395298,0.528890573558984,0.5002548849744883,0.6947906131264316,0.8582586415102016
93,0.13892057602877594,0.5139462633243466,0.7874448676582464,-0.506925814613095,-0.7806589336923895,-2.6202006629203183,-0.8685171410563517,1.1739302684206354,1.2261345678906057,0.9359260089595427
94,-0.961570298695857,0.20684009207223175,0.9135512302801136,-1.1986042044170024,-0.9303804001198714,-0.9556560801054004,-0.2000199666159337,1.1096496456582803,1.264384365752249,0.7518056161911848
95,-0.1403169992940021,-0.09072856135099672,0.0021313249775514187,-0.16526112663160442,-0.7444038370300552,-0.8129104222143013,-0.06489457147667643,0.5782890482185588,0.5799850983362842,0.8581100464652334
96,-0.0801130962887564,0.3052619988021137,0.41433335995051923,-0.24485570171151405,-0.5580727737589184,-1.5193711891488775,-0.3316543532560905,0.39136493629937164,0.6463276160020701,0.9767792031100759
97,-0.21931054598371658,-0.13934845899719228,0.0035521098309514443,0.03830599931900158,-0.6756667840380919,-0.953452809301536,0.11475451855024543,0.292629953271514,0.7290458685297829,0.8094901488190378
98,0.17788674794272286,-0.10815591973978123,0.02115421887667779,-0.41331639282986643,-0.4473630032365996,-0.7141146724511422,-0.6240656733315033,0.5910948054904077,0.6985197301749348,0.8183601591041398
99,-0.08976667571836394,-0.14228421289227988,0.047325079159847405,-0.31374927860485347,-0.6092733510316579,-0.8142293385592625,-0.22882813771858768,0.612386307145453,0.7763354252130785,0.7620841830066283
100,-0.2625054460503815,0.263842084202623,0.33952297773216156,-0.7011538069978691,-0.7735851945640242,-1.1645884244127993,0.36019598487697824,0.8771618883687937,0.8085694948328381,0.25254044201167325
101,0.05390354625321736,-0.5107475212964552,0.3615572179802635,-0.211684787138414,-0.18489369252662025,-0.4772366721816761,0.5224020670073974,0.4194711629954835,0.011099783536659302,0.016128895370151497
102,0.3982721786059722,-0.012699217691266362,-0.4023379141397472,0.10175269712263102,-0.12090483059386692,-0.7508941388832158,-1.4886999876412186,0.6240977994023043,0.7500120332649907,0.9014013805534367
103,-0.036256290295939575,-0.26589737322846885,0.026564936985902232,-0.9363207378429244,-0.28042003882559285,-0.11178923503494609,0.3210810566858284,0.4545289265066561,0.5414940602992182,0.28701469475028185
104,-0.1974234174413425,0.13381711166824672,-0.30100361888624905,-0.4557751783331643,-0.25708143283861595,-0.6493389947902677,-0.2018623698842914,0.5377697466081166,0.6621539187716667,0.7287442351259115
105,0.5329450417158901,-1.2947404316675766,0.18650001927803173,-0.1765134731622977,-1.767252741728091,-0.5032023728587616,0.14357641189105896,0.7147154824342867,1.0939504885107767,1.0700215755866918
106,-0.006123276879058448,-0.17214358135549013,0.05215393490056286,-0.47353004691755496,-0.45347576364118547,-0.6091241663652815,-0.18824669151400952,0.2766157278402619,0.6583103074260768,0.915563556505683
107,0.0637699491883339,0.06006043329904642,0.10548723444499863,-0.46296761730236113,-0.4371111342989522,-0.5337535824040991,-0.6584348662129313,0.48669105168698223,0.6577674892704923,0.718491042328516
108,0.07678395245398528,-1.6494369301916754,0.6127583071694338,-0.3867204463745524,0.18930015746228923,-0.577145401104664,-0.2904597870614416,1.0026328924550993,0.5424939640545161,0.4797932911370104
109,0.21891199476496537,0.35459032276742697,0.5216283270881963,-0.8797829381112723,-1.2295677900660578,-0.9210414515658685,-0.46277237510808034,0.851868085076827,0.5838880694781032,0.9622777556757525
110,0.4099525734492282,0.46822565505235936,0.5580957988506685,-1.6259142893208325,-1.8356416527364758,-0.585013697944488,-0.16708355062301328,1.0059051532204757,0.7528058372642255,1.0186681727878528
111,0.17759474981881596,0.014472678234566771,0.06696278754264506,-1.0874753188824795,-0.4861153563696492,-0.7578982290971643,-1.0617959293527175,0.9934296589616891,1.0321453596521635,1.108679599492158
112,0.39482693496973154,-1.000588576777863,1.9426441907455385,0.38579120968772385,0.32243925276276597,-2.2875578257619247,-0.1435994805314107,1.598784023130929,-0.09775844472934292,-1.1149812834961528
113,-0.046441431924321375,0.8975661517230837,-1.2324500627841528,-1.2043405431208118,-0.5393658241534363,0.23565189450548463,0.10838910687833447,0.18480922547621992,0.8130080383948033,0.783173445004794
114,0.9444775011262689,1.0706435813074466,-0.9089557906466916,0.2890787304589617,-0.47112860725804984,-2.862317601795331,-2.86089837021205,1.0765872571882071,1.7118146412197013,2.010698658611533
115,1.372592513360904,1.2509524097693285,1.2321416468237212,-2.12157731868374,-1.8943508451215711,-2.556924228239473,-2.475219632622294,1.4920347353650376,1.806195392860027,1.894155326488069
116,1.469480688752915,1.669017760756443,1.6347750636354572,-2.92967940174397,-2.7815319932500726,-2.7818819736746283,-2.3594151430584036,1.9154923551832415,2.071898792957681,2.0918438504413377
117,2.1096414163760207,2.1780457769935495,2.4032006042076315,-2.044989980986559,-6.119983344346913,-2.3345836071608708,-4.140519297635194,2.4448430378154704,2.762809861282255,2.741535533454609
118,1.048109288122557,0.6644224223011412,0.40418096278449367,-2.1299237097727204,-0.23756928092277318,-1.0578147481128717,-2.490410638000861,1.4032376972703284,0.9248928181974088,1.470875188133315
119,0.5468209078882489,1.013101843792907,0.4260737342970331,-2.26175562503708,-2.3028335792481434,-1.0012379235034445,-1.5807659172890616,1.426931160065973,1.8741866155622078,1.8594787834713675
120,0.6243680250728794,0.1654407796539683,0.23397835797912148,-0.32861234262846306,-0.6833197454134146,-1.3501353829659646,-1.1848166762729404,0.6450756272439033,0.9289006247898541,0.949120732541056
121,0.9697910376102501,0.7543786729740682,1.3530168169858594,0.05837730838304589,-2.8224232823004476,-5.325740187570118,1.1484928595148134,1.3151292550484597,1.438934246769963,1.1100432725841027
122,1.57807014053482,1.1730478681532905,1.6041555258631517,-2.175111754203578,-4.7148754270520055,-2.311301736713157,-2.2063024992939444,2.0413798228432887,2.4933114429970686,2.5176266168710653
123,0.09202067859275243,0.19926137460598614,-0.08295144864654613,-0.19438200298918318,-0.23043839222111107,-0.26829942786859906,-0.0807471344326407,-0.05831153197882433,0.2715636256516243,0.3522842592865416
124,0.3782326254406936,-0.03123316542407295,-0.07846840900861718,-0.03362402486508209,-0.2539843065032037,-1.1786536437019515,-0.7118826218054708,0.35522927479231114,0.5841708367736391,0.9702134343017672
125,0.2000590732177061,-0.17737615919572125,-0.07507058374436415,-0.17379981066304495,-0.5370669484341208,-0.7889645024870688,-0.4437677407651748,0.4834138946881321,0.632634946626931,0.8799378307567274
126,1.6420942335921196,0.43832320825804905,0.7871449090679326,-1.638710306915634,-1.5225628057552432,-1.6745108559977446,-2.677450239512778,1.4821079058495994,1.629483113343544,1.534080838070162
127,0.8283933613331267,0.028324765734843993,0.028813248349425447,-0.053642342443953606,-4.801316715000196,0.17359151430772934,0.7986833534057385,0.9582414987681154,0.8181981418013069,1.2207131737438726
128,0.16364617479638977,-0.5716454353790006,0.0613623186980683,0.019232788816575308,0.14087730290346023,-0.9525797208995863,-0.9135594442102022,0.34510101930721415,1.1302943336523725,0.5772706623146915
129,1.2380165463142792,1.4575889132347877,1.1773874555975157,-0.9853451462209146,-0.5053641990611077,-6.951460042753686,-0.8021786391660095,1.7780568471657539,1.635099272376932,1.9581989925124361
130,0.8811669000314595,0.3977072237023167,-0.3430931735316278,-0.527634952108202,-0.8263314106204884,-1.3451666379655807,-1.6217352348069873,0.6057436476410798,1.2385314368129743,1.5408122008450515
131,1.7447290531931658,1.3427071240705732,1.5337245339724443,-2.4490757959001526,-2.6892200720573256,-2.798130723517227,-2.730483158269486,1.488724424237014,2.4173268590542696,2.1396977552167105
132,-0.03560704604163645,0.32508051239086244,0.1058359527920345,-0.5340380547534931,-0.050418440935607656,-0.7574622866236451,-0.9753599097448769,0.5596613510657349,0.5658422054478676,0.7964657164027615
133,-0.13682512457443075,0.17796825411635186,-0.0054042184765732415,-0.6332448985077628,-0.4027313119906708,-0.28394570375457207,-0.3222051636720282,0.559881036683568,0.42094168809767574,0.6255654420784476
134,0.20322761644309928,0.29455437838570875,0.3259008112569304,0.15270895349294022,-0.9683634038362623,-0.39756415817642665,-1.5478895142998903,0.6216546138321069,0.6734323346543505,0.6423383682474415
135,0.8865815500736387,0.6094436050967333,0.15343833387322015,-0.06705923866912666,-1.3043246135028517,-0.624888570594655,-1.0712591535427285,-0.21046773155036025,0.6164470746905764,1.0120887441255508
136,0.598575157752979,0.7512746269662447,0.7364971991705822,-1.20745618786672,-1.0646640565868966,-1.1921787628688643,-1.0095281972051549,0.8130008685057746,0.7481292393696233,0.8263501127624373
137,0.22206817711794802,0.4718922612807015,0.6333162884965127,-1.3112434309763854,-1.4236368390338416,-0.9537806159677169,-0.7125483290407972,0.9700733375250552,1.0375463770092725,1.066312773589253
138,0.5003760021432022,0.7023058517879437,0.9185175768859266,-0.25687255858541524,-2.3083014984409473,-1.2708793957310414,-2.8156781829629076,1.3825133410720123,1.439130037091799,1.708888826739408
139,0.7054433664342006,0.5656577212909641,0.5772663384960275,-1.2654158633347095,-2.4838523212502595,-0.2844759282066214,-1.0652295872159971,0.8854855710438563,1.2110142497442018,1.1541064529983176
140,0.7559857369268776,1.0014349087298857,0.9858078589509622,-1.5699430993562804,-2.265908681789056,-1.916411958925587,-0.850187744925706,1.3766344483347766,1.37008601341046,1.1125025186436472
141,0.9066896819209629,1.0056265267503122,1.3152573509933214,-1.014681258533695,-0.543933730593186,-2.424679282470242,-3.2491215146691603,1.0065042249664478,1.196928666308473,1.801409335326773
142,0.17039413270430792,0.2817754712716054,0.4153463654781193,-0.8573957797488925,-1.128505805522734,-1.0704889869216574,-1.0479120794894552,0.730671253096653,1.2819241761724953,1.224191252959562
