,S3KO_126_Acetyl_norm_log2_ro,S3KO_127C_Acetyl_norm_log2_ro,S3KO_129N_Acetyl_norm_log2_ro,S3FL_127N_Acetyl_norm_log2_ro,S3FL_130N_Acetyl_norm_log2_ro,DFC_128N_Acetyl_norm_log2_ro,DFC_129C_Acetyl_norm_log2_ro,DKO_128C_Acetyl_norm_log2_ro,DKO_130C_Acetyl_norm_log2_ro,DKO_131_Acetyl_norm_log2_ro
0,1.0609370084112966,-0.10795241836672442,0.10207249861856571,-0.32042624049085155,-0.10468264552202378,-1.9924017749059462,-0.37510682038688525,0.5164474776949115,0.5987438006773109,0.6223691142703354
1,0.21116224961504404,-0.04922398712338527,0.3667146544388924,-0.7716660309328596,-0.8910821000957405,-0.9372936593413037,-0.7923887492711712,0.9798061760693013,0.8969881871387066,0.9869832595025008
2,0.5407140183018697,0.858363381545268,0.4299386376174539,-1.0354882117087723,-1.1049564303437611,-1.094246542867361,-1.4279952313720443,0.6592702851868291,1.043544294790026,1.1308557988504822
3,0.8573444972529201,0.42894378997529614,0.5772430824432737,-0.705414556092685,-1.0477165287383983,-1.4069746001915155,-2.0768599602281275,0.8962284957970255,1.2965311985965835,1.1806745811856185
4,0.8516530406487037,0.7367688351761865,0.23651644851905207,-1.1556799354585117,-0.8475513005346187,-1.7219326303813887,-1.484056617702068,0.8334116219425622,1.1951010971126363,1.3557694406774337
5,0.9323866856984502,0.7517457069853624,0.22765963428334857,-1.033647633308905,-0.9970942567753758,-1.6075350489833022,-2.1697668331098825,0.9186136808310916,1.3828314883610684,1.5948065760181258
6,0.11184619192503131,0.4214222546327475,0.3700671597847571,-1.7184573191493964,-2.3753948941161167,0.028117274164407124,0.6349900385807921,0.9750876391571501,0.6369329666743413,0.9153886883462747
7,0.5702326945965561,1.7374064341414979,1.7016352345119623,-0.5024689296173674,-0.36002830324931656,-6.54298066085518,-4.204304007388369,2.494984236358155,2.6220673561217263,2.4834559453803244
8,0.3503587162296955,0.6977554228671461,0.8725512091772685,-1.4274773749505967,-1.8213805440835231,-1.6350990920236683,-1.8813849392780124,1.5931573833590909,1.630113086878671,1.6214061318239184
9,0.7220411077672027,0.6283856906080874,0.7459742387257617,-2.7234395170753896,-1.3486682323147714,-0.9310612341484612,-1.4892910877175451,1.4005729810796068,1.4790992806649776,1.5163867724105207
10,1.0483140094967967,0.6042083327864409,1.2418735539595627,-1.4981965355770406,-2.5336457337974903,-3.236332969348892,-0.721806480482662,1.5778017129367585,1.8332148873122573,1.6845692227142557
11,-0.2615925558606822,1.0011010922047427,1.3288582806516542,-2.3922775252643937,-1.900728938803259,-1.8984948333942038,-1.51176605052125,1.8922277415051498,1.9813173559369348,1.7613554335453072
12,0.9368940849656502,0.721421681564034,1.021249406483947,-1.6287416263378232,-2.962038030766598,-2.1816918708783346,-1.2651272424506361,1.6947757423430128,1.8378814972600344,1.825376357816701
13,1.3805512835842828,1.5482453820314896,1.475733635586936,-1.516866423348682,-3.3437289997577144,-1.3094506411429097,-4.14069898911841,2.132930639592697,1.853710266289732,1.91957384628257
14,1.4657936727591103,1.4335221239601061,1.807814847974468,-1.8927883008240478,-3.351172842304628,-2.2623137875073374,-3.3073414265145775,2.076196747692002,2.057113601120614,1.9731753636442733
15,1.5324889708070426,1.734750012353695,1.7535868722844192,-3.078514016316154,-2.1882519110487744,-2.990245499403387,-3.650507650566264,2.2143971574668644,2.3661231278549124,2.3061729365676324
16,1.2319679563094006,1.0382861594151924,1.5027692046335384,-3.9316684129246386,-1.9511760672760672,-2.0997617658110728,-2.3075734652507816,2.1495078873201,2.204665164125908,2.1629833394584077
17,1.8783285980881272,2.106243626977565,2.2877792207634906,-3.8618067839069417,-3.140232735619932,-3.32219457135998,-3.4792130805172365,2.514856769278107,2.5030598674361793,2.5131790888606043
18,2.292362273387032,2.270324325397919,2.12055019408331,-3.615672540919962,-5.5945382107740445,-3.6857907342430987,-2.033956195516656,2.5521758660851157,2.777852873790547,2.916692148709825
19,2.2494116687787313,2.318969297110578,2.656397479217083,-5.109671507623729,-3.4511072568625205,-3.6417281751947383,-3.8266134777849388,2.954774345166446,2.9652615247626732,2.8843061024304086
20,2.7608738318932238,2.5892980793400513,2.6441280977202277,-2.1408143124179695,-5.169310749996653,-3.3140025324271676,-6.966280739357348,3.055852424547857,3.272951832186606,3.267304068511158
21,inf,inf,inf,inf,inf,inf,,inf,inf,inf
22,-0.13332877673262145,-0.07016562892742151,0.3042792513240813,-0.458090990389068,-0.22586954448591845,-0.40456673630114537,0.1301840984232836,0.6559547919741311,0.23561448758257253,-0.034010952467887545
23,-0.6663920611326386,-0.9380556153515958,1.0231835042399817,-1.3816244591974964,-0.9339009831329594,-0.11178959277670586,2.7079129550954972,1.240492623353858,-0.06571767252619942,-0.8741086985717423
24,-0.01543268541493692,0.4425474021149931,0.30492525307518026,-0.949747677452764,-0.6259898198560339,-1.0810432993428596,-0.20718484263135384,0.6834921074354279,0.6684095010587416,0.7800240610136067
25,-0.20872318893616626,-0.19412767241320017,0.12131374898100411,-0.43910976132816115,-0.2216938415506018,-0.96053944379325,-0.2389069765631482,0.5023557906091574,0.4870804376557478,1.152350907338609
26,-0.40532626014255246,0.0882045458440528,-0.1678644882699638,-0.41080256452369657,-0.3571413290922809,-0.45276720977507434,0.0490960092609507,0.499797289806418,0.680187827957039,0.4766161789351422
27,-0.08216980561503284,0.02553300026199068,0.24663967643575724,-0.5520784800585332,-0.7610755495598234,-0.6775805425321773,-0.5015537191236117,0.725336810380611,0.7632112089770082,0.8137374008338298
28,1.5780957819593397,1.441600455067746,1.2375338803107065,-1.9451036856752122,-3.2606762599095154,-2.87636486652037,-1.586005752678057,1.6759895514599177,1.8794932888818159,1.8554376071036596
29,0.5065960578087134,-0.4639237472799054,-0.23578984877982245,-0.0973689352119802,-0.0409835289626157,-0.003527545470595417,-0.16125483776941074,-0.24558773408499324,0.2664339343195006,0.4754061854311149
30,-0.19828133445350327,0.39783711103057673,0.6008653857973014,-0.4821699989032222,-0.18755504453945315,0.5452539694450933,-1.8594526210750333,0.5107432807506496,0.09131330461684639,0.5814459473307174
31,-0.3593039829571527,-0.06965699327884778,0.03842097996402316,-0.5328225064733818,-0.5623311961056778,-0.11606181618116551,-0.1821755037592636,0.5182712859115028,0.703756806759051,0.5619029261208937
32,0.6316905573222273,0.23916886497085432,0.08017363927241838,-0.7511290156675452,-0.5075842455180513,-1.603468999692832,-0.3746061840584862,0.6085665946579493,0.759452343280901,0.9177364454325367
33,0.069647463516183,0.26174741068157203,0.26148260035695614,-0.13722854400876106,-1.070917976968233,-0.512947063451199,-1.4747101581225972,0.7343309518885057,0.9552236042678421,0.913371711839706
34,-0.6268917612921652,0.2746666562907083,-0.0062459366634866065,0.5513253271937386,-1.454702048683999,-0.6645218554703098,-0.8336846570026835,0.27532763467714716,1.239444871694372,1.2452817692566507
35,0.25513709638209114,0.2102940107830653,0.15923259994137773,-0.5032270403063963,-0.6439725788686763,-0.7912892585156133,-0.7436499229113158,0.599738030034338,0.7415648606906835,0.7161722027704354
36,1.359941733422875,1.3202213764563315,0.6593927659754946,-2.222399945067199,-0.5173124051408071,-0.9736454369105014,-4.704145911357138,1.5035885467506245,1.741778901406438,1.8325803744638862
37,0.9898236915501282,0.9620759762496598,0.8768885140451528,-2.4405148934948957,-2.484636543489457,-1.164680851281914,-0.26538317694132063,1.1499586276664462,1.09623668082958,1.280231974866623
38,-0.07582066980174806,0.7311134041459328,-0.08948562613811406,-0.822698130268743,0.03684458483264663,0.43028681367630606,0.5556784469099041,-0.2292491804755823,-0.9198235324221542,0.38315388954155694
39,0.17573009312456556,-0.006901880227810686,-0.2350619590545282,-0.00798954909371652,-0.42009668994013705,-0.7232822405111081,-0.32105008698075377,0.2079322169339619,0.6532337274844702,0.6774863682650389
40,1.0887644230172024,0.8203631741940214,1.1705262819593663,-1.8758602276037424,-0.16319440340022506,-1.7430964449672228,-3.7215187966900487,1.0421888386872706,1.835444411450946,1.5463827433524222
41,0.49844306780913117,0.9082376190740509,1.2303965725523756,-3.4215506571496443,-1.815800036862639,-0.8992762523101376,-1.3741244301524622,1.7147496741787633,1.5117873005536668,1.647137142306883
42,0.8670115014868385,0.992260703401187,1.5232030580341736,-2.039897651277819,-3.027671545215394,-2.2550571720616057,-1.6376287069205397,1.8011616759849893,1.9613134096137061,1.8153047269544516
43,1.2657752366209296,1.3690984570130649,1.4861216477885346,-2.9201717190498755,-2.9026513133179375,-2.7149994408853058,-1.7378159119665852,1.8303490846612425,2.119360326821689,2.204933632314237
44,1.7391691123191384,1.8076177689273702,1.9453411703988284,-3.654023451253634,-3.2374936677823163,-3.1640390886241385,-2.893452956669597,2.438630969372257,2.4262775397462892,2.5919726035658304
45,1.325876390557371,-0.4957188177963472,0.41415937951608184,-0.3436577292148453,-0.8190589629322029,-1.9675513589583948,-0.4362311968309065,0.6448600928497314,0.7793668147126644,0.897955388096841
46,0.8291794172822242,0.5570978736453727,0.8688906141185861,-1.0416197076787248,-3.443328990831841,-1.0669532333003957,-0.21879479788216383,0.971710505282501,1.4262083481248808,1.1176099712395455
