A	Coef.DKOvsDFC	Coef.S3KOvsS3FL	Coef.DKOvsS3KO	Coef.DFCvsS3FL	t.DKOvsDFC	t.S3KOvsS3FL	t.DKOvsS3KO	t.DFCvsS3FL	p.value.DKOvsDFC	p.value.S3KOvsS3FL	p.value.DKOvsS3KO	p.value.DFCvsS3FL	F	F.p.value	Res.DKOvsDFC	Res.S3KOvsS3FL	Res.DKOvsS3KO	Res.DFCvsS3FL
95	7.79792754647112	-0.455087514185831	0.468656963153625	-0.442281321968871	0.481463155370585	-1.36489033292974	1.40558758157314	-1.48305221892801	1.31818168197983	0.208830075073672	0.196859231876543	0.175722246068095	0.223338364406364	1.31262498793268	0.334887688245438	0	0	0	0
96	7.05254232909757	0.315036320054002	-0.150983221926076	0.177631599192859	-0.288387942787219	4.18727431116409	-2.00677866755006	2.63964801255521	-3.49910732093568	0.00293641300125113	0.0790743486440474	0.0292994992955394	0.0078761030196022	7.19625809984074	0.0112437800004161	0	0	0	0
97	6.99414047359364	0.289000891113536	-0.0417859032572956	0.0278345956403196	-0.302952198730511	2.69270541034011	-0.389331421586051	0.289954320355847	-2.57675511531709	0.0269672611897651	0.707022137724815	0.779102860253073	0.0323325433807373	3.1255020994134	0.0866294680115898	0	0	0	0
98	8.72772760714041	-0.281279357102179	0.144923881082084	0.0592416060388441	0.485444844223107	-2.61860431575608	1.34918646134351	0.616614664144888	4.1255446184882	0.0302806595721322	0.213614804980822	0.55434436315232	0.00319928705688196	6.06868096257539	0.0180434440066856	0	0	0	0
99	13.5050904404266	-0.0906882513536722	0.033505885786532	-0.0500928486025476	0.0741012885376566	-1.73828077599771	0.642229134161655	-1.07349403357361	1.29659408553897	0.119723073000103	0.538393374417995	0.313849528424089	0.230329338614242	1.14473675451951	0.38740708638985	0	0	0	0
100	13.4921558927522	0.0648327513963878	-0.0334640584716581	-0.0589986138483081	-0.157295423716354	1.0882061851236	-0.561688261316412	-1.10716806849707	-2.41013961880304	0.307681686899079	0.589459990695595	0.299873788860433	0.0420008387951766	2.39106822535623	0.143020674073564	0	0	0	0
101	4.6093089102405	0.0505405012595466	-0.20762434798561	0.0615169217157741	-0.196647927529383	0.343961348509047	-1.41302023004674	0.468079584851396	-1.22171202552683	0.739594965383291	0.194738679469292	0.652009473038682	0.256026523232876	0.761040739056281	0.546350042507303	0	0	0	0
103	12.8065935310714	-0.0840826739698741	0.0101184842960489	-0.0445579239632465	0.0496432343026765	-1.17753689279652	0.141704443914912	-0.697666649107449	0.634654631226665	0.272271798780198	0.890759096829909	0.504828787425792	0.543081559303698	0.475333228430769	0.707942807216884	0	0	0	0
106	11.4837197961655	-0.322887373566909	-0.189629045989042	0.189804685874664	0.323063013452531	-1.91977271271564	-1.12746641036623	1.26171332176998	1.75345800375329	0.0905315280117461	0.291691011507483	0.242016269098227	0.116977828013895	3.10312287129289	0.0878912628329245	0	0	0	0
108	12.824522447831	-0.00224398995212205	0.0313686503120021	-0.117336206009551	-0.0837235657454265	-0.0386298183819934	0.540004763967408	-2.25833729320803	-1.31570598964369	0.970116488749797	0.603654273413705	0.0533209979768124	0.224130821840095	2.31895266636962	0.150716111390598	0	0	0	0
109	13.5733133511353	0.152237047332072	0.0154868234613712	-0.00414843087231098	-0.140898654743012	2.76713841081766	0.281496421616976	-0.084304235580724	-2.3379044323881	0.0240116310722726	0.785355801522666	0.93485179979981	0.0470521684280449	3.37333050329456	0.0740439213652748	0	0	0	0
110	13.3727458605363	0.0848409925439899	-0.00114875057381347	-0.073400170887103	-0.159389914004906	1.49430041874105	-0.0202328899274541	-1.44538736859357	-2.5627272733239	0.172826155583165	0.984344935053602	0.185735633023696	0.0330515357767625	3.24771775415977	0.0801188591885148	0	0	0	0
114	13.8707702971033	0.145939566746591	-0.0770497917313264	0.128440850116837	-0.0945485083610809	2.55954191377613	-1.35132764733014	2.51853140680585	-1.51374684751432	0.0332170503933464	0.212956912941372	0.0354246563051424	0.167919425444061	3.12144027408292	0.0868568194045463	0	0	0	0
117	11.360248621837	0.141696432798744	0.0671668198677544	0.0950491305736616	0.020519517642672	2.26181487876162	1.07214352214331	1.69629465945584	0.299002392962293	0.053030410974793	0.314420540439529	0.127633053909665	0.772432456190156	2.84148577072596	0.10446162814827	0	0	0	0
118	9.49917669444074	0.0291434260449517	-0.0355583423368184	-0.00856067694710205	-0.0732624453288722	0.443130357838069	-0.540670164843998	-0.145530497256422	-1.01690805069448	0.669216243358936	0.603215974465666	0.887832532809307	0.338476396390606	0.353346038724776	0.788160488765344	0	0	0	0
121	11.8866294613686	-0.192381589646518	0.0186335294861379	-0.0285979316206557	0.182417187512	-3.88088565356188	0.375891463371552	-0.644995920495888	3.35925111822985	0.00451858211360854	0.716608359280161	0.536686946341413	0.00970094710804572	5.94769331647294	0.0190468575345993	0	0	0	0
123	12.9498048821769	0.07867889764856	-0.0775754792972254	-0.0425898121187966	-0.198844189064582	1.51121836360973	-1.49002454766775	-0.914596818933647	-3.48651258068528	0.168550298050739	0.1739220301541	0.386702183824077	0.00802448798192115	4.33082730179913	0.0424013042144732	0	0	0	0
124	14.02397383137	0.147055772113193	-0.0184162624803665	0.0660218756391853	-0.0994501589543741	2.36141909729257	-0.29572803091616	1.18531521759652	-1.45782654539416	0.04534434634128	0.774844092738034	0.269351606344892	0.182374237648899	1.88792339745846	0.208859563226894	0	0	0	0
125	13.5550719528384	0.0126763913065346	0.0233370677298836	-0.0222912745544228	-0.0116305981310738	0.273865133304119	0.504182066506356	-0.538432188346425	-0.229378408029163	0.791011866973036	0.627499255547955	0.604690805962857	0.824235416065494	0.215067466027991	0.883274588383498	0	0	0	0
126	6.45119918492926	-0.19435355965689	0.08172094828321	0.0310145102297241	0.307089018169824	-1.94703648993582	0.818681523407472	0.347377372050836	2.80837600924866	0.0867798580016268	0.436285898042041	0.737121944495406	0.0225195306913407	2.88141310439365	0.101698888322343	0	0	0	0
127	8.37126190480316	-0.427340804752912	0.00222698540182087	0.0473032652614798	0.476871055416213	-4.3095958530378	0.0224584381966804	0.533345098182205	4.3900808751973	0.00248170050824347	0.982623240732208	0.608050374647508	0.00222430530471305	9.58234689713111	0.00480053324879669	0	0	0	0
128	12.5526980407683	0.0207899896009565	0.0383416746347844	-0.0168517331751659	0.000699951858662118	0.312852983181007	0.576975146206712	-0.28352124608235	0.00961531633045181	0.762260496461197	0.579564336546667	0.783857318795471	0.992559771252384	0.158791267071016	0.921106098109886	0	0	0	0
130	13.9200460023458	-0.158040759691271	-0.0724958829851996	0.126993964132128	0.212538840838199	-1.51932958519641	-0.696941346267357	1.36496329364268	1.86522217816508	0.16653396996974	0.505259311225763	0.208808062507867	0.098508454865696	2.59936899591212	0.12333940901018	0	0	0	0
131	8.52362605124577	-0.613301457636362	-0.11860948616545	0.447512839464974	0.942204810935886	-1.49151769449508	-0.288452187986859	1.21678800443002	2.09174677211586	0.173538646899355	0.780212159356463	0.257796776209144	0.0692454728620901	2.4800413325511	0.134176232510146	0	0	0	0
133	13.2520472616118	0.0908503091643045	-0.0564890453060691	0.0272972241928731	-0.120042130277501	1.92989961272584	-1.19997595673861	0.648308629669197	-2.32783063978917	0.0891202129519278	0.263917264290969	0.534648093645413	0.0478033322766387	2.03516461287656	0.186352657468756	0	0	0	0
135	10.285588778546	-0.219437043208325	-0.136629960178736	0.0571433144039943	0.139950397433584	-1.22002470480598	-0.759634400817478	0.355205036670333	0.710300622554908	0.256632001860846	0.468906637005034	0.731467408470967	0.497366633486515	0.863407559905599	0.497904256421782	0	0	0	0
136	12.3630836332756	0.0185610667202045	0.0139141369181637	0.0390754464163781	0.0344285166143372	0.302819998748574	0.227006291592027	0.712755498390123	0.512754298176753	0.769624020310929	0.826018245391276	0.495924843861128	0.621749314439769	0.303765106584043	0.822087666175787	0	0	0	0
137	12.7481094671776	0.0782105573545984	-0.0255380796582347	0.0292083670353609	-0.0745402699774722	1.61821579040934	-0.52839571993227	0.675667979332918	-1.40789864905622	0.143640088724945	0.61132850297514	0.517988927802635	0.196197730187799	1.01085323910583	0.436133898496627	0	0	0	0
139	13.1879881013239	0.00419468596754058	0.0183129468900471	0.0357128611408193	0.0498311220633259	0.0809642687769273	0.353469691313436	0.770679126334054	0.878019149920327	0.937426388486993	0.732719498174778	0.462684626192	0.405111416878918	0.486410125411244	0.700955074146949	0	0	0	0
140	13.6068980166084	-0.0564771682648395	0.0165731244690939	-0.050911786771529	0.0221385059624044	-1.18008084012233	0.346292621386898	-1.18935688630572	0.422276128904945	0.271313901350913	0.7379068964303	0.267844395376932	0.683760175741588	0.646829442965595	0.606212946237397	0	0	0	0
142	11.3195217550252	0.0668820603882576	0.0256522156606618	-0.0883219298027598	-0.129551774530356	0.689364479136451	0.264401637523606	-1.01780086188446	-1.21896714788204	0.509770546884877	0.79804415806181	0.338076610705009	0.257012099573784	0.992211468237614	0.443452730751739	0	0	0	0
144	14.4983778683925	0.160600566223021	-0.185080021254027	0.111059428939113	-0.234621158537935	1.96731702692132	-2.2671842678959	1.52102979412639	-2.62363750520031	0.0840863781054905	0.0525848285611208	0.166114069919895	0.0300429803434731	3.0806551914729	0.0891808709724973	0	0	0	0
147	13.3325982774617	-0.125232434030357	-0.0199578629429826	0.0534377614951609	0.158712332582535	-1.58319416893377	-0.25230821775811	0.755301981022594	1.83162857994893	0.151399917891787	0.807059202656553	0.471362315774466	0.103748582882186	1.8699596143994	0.211824923319711	0	0	0	0
148	11.5676117151361	0.0446851086633195	-0.0125878029423507	-0.00383247317504143	-0.0611053847807117	0.933257724986889	-0.262898864699523	-0.0894896697415939	-1.16500458683853	0.377547841905362	0.799162684671574	0.930856269192135	0.277031025543094	0.529978196376052	0.674011472022266	0	0	0	0
149	13.520419056185	-0.100791042214105	0.0239851016354731	-0.0418190221773145	0.0829571216722638	-2.07832844431248	0.494576877802671	-0.964097875431408	1.56154785310984	0.0707145246310505	0.633974274641232	0.362770016584465	0.156384429703352	1.54068364105814	0.27631036576594	0	0	0	0
