,DKO_Sham_126_Acetyl_norm_log2_ro,DFC_Sham_127N_Acetyl_norm_log2_ro,DFC_TAC_127C_Acetyl_norm_log2_ro,DFC_Sham_128N_Acetyl_norm_log2_ro,DKO_TAC_128C_Acetyl_norm_log2_ro,DFC_TAC_129N_Acetyl_norm_log2_ro,DKO_TAC_129C_Acetyl_norm_log2_ro,DKO_TAC_130N_Acetyl_norm_log2_ro,DFC_TAC_130C_Acetyl_norm_log2_ro,DKO_Sham_131N_Acetyl_norm_log2_ro,DFC_Sham_131C_Acetyl_norm_log2_ro
0,-0.15474955573272497,-0.3846276479710755,-0.44694913458961727,-0.2954397366169341,0.29429225948473015,-0.5046653544011175,0.7617017156647963,0.21537123757357612,-0.8752785658549596,0.331100018339364,1.059244764103953
1,0.33756017513790937,-1.151819396457773,-0.2175555474890789,-1.1352592851910286,0.11044291605102785,-0.8864447727182485,0.05838215034448435,-0.22605034973136462,-1.1822440412965571,0.880765375192607,3.4122227761580097
2,-0.9676975164831783,-0.4008034254850097,0.058308136932436305,-0.14269792579393137,-0.6273244809475758,-0.5734300286541245,0.11188959069401605,-0.6557650413461609,-1.2730274028129487,0.304845639402318,4.165702454494138
3,-2.0353425123754216,-1.624762991300913,0.16771760654060985,1.0325136022099883,0.37024413245319465,-0.8449648596563866,0.5171067241442588,0.2712853573054952,0.3199722354858494,-0.6709506206934448,2.4971813258867535
4,0.14102387628723445,0.10301333837187299,-0.5878975813680829,-0.413033646021403,0.000573532303019153,-0.4234859731571987,-0.09050730087687997,-0.006432307485777056,-0.3411782684193505,-0.04062122084362052,1.6585455512101626
5,-0.7007108440488574,-0.5245965766113714,-0.4484846683289416,-0.3422992608657487,0.3425899682762559,-0.9317969597680991,0.00434880861096687,-0.6509160410334176,-0.814754554730174,0.41923170542347465,3.6473884230758906
6,0.077385753975868,-0.3731797303365596,-0.30868713054198604,-0.3615615692343681,-0.22003393634674673,-0.9474855852569002,-0.23615271184542408,-0.5076270756420058,-0.44474631587889757,0.5484144091594878,2.7736738919475137
7,0.3452086196994171,-0.633254149971973,-0.6970380746690008,-0.368294979239832,0.7838798978472976,-1.167770929104934,0.8907384422793077,0.13351118168946874,-1.817801940130177,0.5132032985778907,2.017618633022521
8,1.894505397447461,0.09756551708904726,-0.9339606343748738,-0.3420196202685294,-0.27912753486633224,-1.1079818456150408,-0.5650535165394741,-1.0448558036750133,-2.1162487928115405,0.4820976578937759,3.915079175720515
9,0.13733575205590576,-0.3398757213386565,-0.5582999528486043,0.19745552819072465,-0.07615499423992311,-0.3617111308703569,0.02140351273018659,-0.7011316440259767,-0.17244084541668414,0.3306411987181308,1.5227782970452415
