,DKO_Sham_126_Acetyl_norm,DFC_Sham_127N_Acetyl_norm,DFC_TAC_127C_Acetyl_norm,DFC_Sham_128N_Acetyl_norm,DKO_TAC_128C_Acetyl_norm,DFC_TAC_129N_Acetyl_norm,DKO_TAC_129C_Acetyl_norm,DKO_TAC_130N_Acetyl_norm,DFC_TAC_130C_Acetyl_norm,DKO_Sham_131N_Acetyl_norm,DFC_Sham_131C_Acetyl_norm
9062,1.9039349721816052,2.139449990807847,4.061874373686394,14.233850912010574,7.440388174301883,7.8069038980659125,19.81532968789708,1.7159331968197156,1.3499806758252595,9.630516604123894,4.5434526284308685
9063,541.9550898314939,373.7924769654281,396.77127404782095,305.8569883972832,406.52555676982746,265.434732534241,397.0271512011379,323.2276269167243,297.26574481672213,705.567628568066,505.8377259653034
9064,1422.9058014599227,1030.6036241434372,999.9596185402504,823.1720659433954,1058.260428153604,702.2049826180353,1056.577397540112,806.0370411376822,759.1391333724042,1790.641109250289,1243.1242740612618
9065,738.1555887148083,544.3372048041107,545.2143193407237,462.88483165858383,564.1755206948906,390.86565516316665,556.990903590707,432.4151655985683,423.5339373622448,955.4319110113244,695.5046013756822
9069,15.231479777452842,16.096814216554275,13.20109171448078,43.04316515791997,31.05553324926003,24.773908369862497,60.646918135685,12.192156924771663,16.649761668511534,29.949848340297386,37.4166687047248
9070,4.950230927672174,24.756492750776513,7.108280153951189,102.82533898836438,50.573073242718586,34.974929463335286,117.81114196258808,7.85716779596396,15.479778416129642,51.85662786835943,13.98670711105189
9073,21.80005543147938,3.463871413688895,3.7849283936623213,1.708062109441269,20.272361982155854,3.0186695072521528,19.575143873498327,15.804647865444748,0.8099884054951557,23.28256761436546,9.799603708380305
9076,261.5054684291435,96.0714924443714,73.85226133975262,75.83795765919233,162.610222707931,96.28514807614626,148.43483329842903,130.86248432588252,80.1888521440204,268.59616638754335,156.5263974147654
9077,240.2765934893186,135.39662084683945,87.42261436093216,89.27471292013033,164.9825203866939,111.69077176832965,146.75353259763776,138.35840302777916,112.76838578727,269.54863506267645,179.68909708911886
9078,284.63827834115,164.5338921502225,158.1361545937453,153.38397742782593,205.85073948901874,156.03398590934404,220.25039180365604,154.4339877137744,152.637815079976,315.7962807330297,220.04564690635777
9082,222.18921125359333,126.83882088360807,114.93258170999,118.53951039522404,202.29229297087434,127.4086716164357,186.86456360222942,200.13199811328892,126.71818610413104,250.2876018544287,115.90258567820706
9084,308.7230557392473,118.79041377533092,109.30134678283387,62.856685627438694,147.4059512213141,85.04320646293134,116.61021289059433,148.56368993518063,89.09872460446712,230.39158952942546,104.94484698610908
9089,1787.223758386873,938.1997602547362,890.8429024107659,684.5912934640606,1267.0226238847408,1115.1381527997348,1144.2452197956568,1090.340078168654,796.2186026017381,1928.1140880278379,818.2669096497555
9090,248.36831712109037,22.413285617986965,26.956075389009705,20.83835773518348,227.4170820232271,12.178770080982822,268.28755468340654,182.61141705102446,12.149826082427335,374.4260191801136,40.71289904299818
9091,2772.2245162450263,1720.8309426064448,1576.6534642770437,1489.088547010898,2133.019108345877,1519.3275906156007,2145.940158745654,1743.6590647893815,1506.3084380858245,3145.1573951423957,1741.3004916727402
9093,18.08738223572525,5.908957117469291,8.585325380746243,30.175763933462417,22.42899623557669,11.346033665189125,36.988615417407885,12.734030565872626,6.929900802569666,28.78571995957911,6.681547982986571
9094,13.517938302489396,10.901007096020933,5.354288947132065,6.946119245061159,9.273527289709591,7.18235158622064,6.725202803165069,6.050922325627418,5.489921415022722,17.250266005188955,8.37420680534317
9095,245.70280816003617,132.13650657513224,118.99445608367641,163.63235008447353,174.14821596373247,83.27364157936972,201.87617700215145,154.1630508932239,136.3480482583512,267.5378678596176,154.21012744733008
9096,211.81276565520358,35.7593784177883,60.37422364524777,32.90866330856844,192.1561119797964,55.689247806203504,220.85085633965292,160.1236609453345,43.64937518501672,295.05362958568594,43.474605542632624
9097,433.33559966853335,218.22389906240036,173.73744480176802,152.3591401621612,283.4895726121688,192.25801999636985,250.0334327891013,233.81847613506542,183.0573796419052,424.16604999262165,242.7629100485121
9102,3430.12924588238,1810.8915993623561,1331.0946953223663,1433.9750762795932,2405.9411731162836,1645.3830655563718,2268.555016996217,2001.952167047507,1550.7678016763364,3531.224698129692,1874.1296655745134
9104,378.97825621274853,161.27377787851532,147.0583153927824,153.38397742782593,310.3396690672582,170.50278113375953,240.4260002131512,307.33266677776277,210.77698285218383,404.90501678437386,195.72481224828664
9106,1460.9845009035548,626.7569687357084,731.5989638969244,420.1832789225521,766.7913088037781,510.6756069854849,621.4807947567721,760.6099675587182,600.6514020305187,1235.4577015004654,795.0151226689622
9107,593.2661373317883,284.54684877744364,293.83968480554074,190.27811899175734,308.39869823917945,222.34062301691716,274.41229295057474,306.158607222044,246.41647269397072,512.8514666327956,336.03731989100464
