,DKO_Sham_126_Proteins_norm,DFC_Sham_127N_Proteins_norm,DFC_TAC_127C_Proteins_norm,DFC_Sham_128N_Proteins_norm,DKO_TAC_128C_Proteins_norm,DFC_TAC_129N_Proteins_norm,DKO_TAC_129C_Proteins_norm,DKO_TAC_130N_Proteins_norm,DFC_TAC_130C_Proteins_norm,DKO_Sham_131N_Proteins_norm,DFC_Sham_131C_Proteins_norm
38,285.0190653355863,254.59454890613378,313.50284938724985,193.12488917415945,220.19235727426727,242.43038904794014,210.04249469170907,351.58568080100804,284.0359341936346,221.92520130601983,301.4714449923541
39,20661.692711612,21397.04687235324,23542.900815866364,21532.400305653115,23096.151041872425,25320.18345862316,22873.61566263639,23621.717011967237,25082.01096585127,21920.53740892508,21255.874967315518
40,17.040218001025366,21.802014192041867,25.571345488889342,21.179970157071736,21.242847396195227,17.38337267969343,25.099417604669632,17.791517882814944,24.02965602968962,19.5785227666255,14.253969030371353
41,24425.10577437477,24146.240110541323,23054.552737757247,24388.849506675397,22505.125424722442,24489.528883868945,23790.284823289236,23824.82931510658,22388.799517579875,24797.73361679669,24619.54439656384
42,17351.035385234012,17042.451112491344,20762.45549175135,16760.07477187421,19969.354869550225,20375.810989848083,19175.8349570604,20378.693582251493,20565.155621963393,17052.89332973081,17589.30869617181
43,893.8974694392637,785.3819037684615,2544.0257725011284,887.8506844875716,2953.8341051978473,2603.7585880829433,2767.5410464096253,1547.7717435313834,2128.649529641269,919.2381013562654,1044.014144168262
44,17889.46819536697,18982.117225586135,13122.716002133968,17653.391255111994,14844.00573458294,14004.961040818402,14642.567896098348,12167.321049554535,13392.61829259207,18532.817991182113,17142.44676706967
45,63035.85984598302,61754.71459181354,46516.493012129904,59179.91113065541,47920.30527929829,45948.93813476858,47082.42426751545,42957.39414737289,45830.40396488002,61371.366613528255,62699.28992312023
46,11757.369633713068,8666.09688419466,11209.111595494303,9133.235840797057,11014.36245907089,11871.594435606923,10654.76281963586,10895.362989343543,11477.265709731191,9175.554066968634,9399.690789771948
47,381.0725846821483,246.54614179785662,464.99230046041737,207.58648170076222,256.53164444440836,298.3278209580921,187.22484232382757,407.488978107924,393.65436507064567,233.67231496599516,325.88136695686507
48,23.799187152270065,22.820799901950366,83.08379400722168,24.709965183250354,33.21216750268086,48.19462006406023,33.50592110862597,74.14637655731508,80.45884827918547,22.647588497610034,23.073612367913626
49,17030.983916410285,17161.241526266673,13332.641054992215,16899.68038161921,14390.789046226551,13750.664157845402,14260.672451204331,12672.43759533415,13465.517249086633,17477.37686928181,16591.976300578015
50,198.1996306041051,220.97462047915332,212.04830537176468,316.2192318612269,195.60672678526979,153.32759255801452,225.77466553482734,230.386609741426,208.167020212255,214.3054519049548,249.97898187013763
51,22434.44656421029,21559.13567879968,16144.288959523272,19330.025021739544,17022.96115252668,16761.006300939618,16970.44880925106,15229.990869057177,16256.467298287775,22304.8056044149,21450.88708111229
52,45150.1043238118,40843.832260228635,41140.04838659591,50353.6709863286,42445.257900138815,39415.912768763075,39635.58318498933,51209.22657860539,40313.39293762907,38547.359751313,36178.44423251773
53,316.624385873801,260.9110203075665,551.4917615546026,339.10726412773994,225.47611119514832,229.00251434326677,292.4262290304811,295.32113440002473,231.11669170128442,255.89658405243492,320.5361285704758
54,10973.234015420072,8333.565228480526,20252.044050566987,8425.301031837298,17516.183406284024,17629.550382612444,15739.856789179048,22727.896440971203,17389.911073710664,9067.819276825798,9485.392778567057
55,23551.675605886456,22867.460287464175,18230.430711717934,21786.901559959864,18859.658714452537,18686.91744656649,18333.503305963975,16120.740822753643,18352.087300727188,22124.25987555078,22916.551446660225
56,27148.684752080553,27186.500426050265,16772.587072871214,24765.420266403547,19642.62478015697,17807.65188354032,18731.371107515508,14961.311855344618,16922.63776245168,29191.47161518583,25140.705139236794
57,11643.895109371042,12237.14455456593,11507.751677286928,11931.724800905631,11569.1566207634,11544.3290242,11869.022204328754,11543.624488647327,11677.422844600216,12229.486129003833,11327.183751903916
58,12102.077060426547,11585.325457366473,7940.502823923526,11281.864103666878,8963.511115780348,8531.488671858404,8542.80895362763,7468.915332115122,8323.890848426829,11876.331910235029,11015.556353977421
59,25373.646177515646,25896.819595877096,16465.084719717823,24846.610152005658,17883.997378204946,16609.135997109242,18020.661282709603,14199.437515956664,15190.612555367872,26972.113772272834,22651.605797308195
60,20323.934647546983,20134.77137777661,22773.729514012837,19582.02111828578,20614.296343035723,22578.711085778334,20391.535456639685,22922.700014946993,23059.64991475331,19606.038528351568,20346.293568564946
61,6589.994922463581,6596.026200231582,24530.767126612227,7582.770928653569,20324.87602622665,23876.843065948735,23858.257408764082,22489.47203888678,24958.532733369117,6898.518954283692,6977.941451511856
62,372.40968055872196,284.54684877744364,517.335090684967,282.74121451617805,451.1678858156387,488.50399991497767,473.4062401799411,538.4417747073235,477.17316954836843,296.64107737757445,329.8012084402172
63,1274.5892671269758,1325.6439657329383,1132.0628510117328,1223.4279535891328,1087.1593271494432,1089.4274159621043,1164.3007352979528,989.2806441033246,1060.0048266579938,1247.7339644244034,1339.1603904033886
64,5081.697637501314,6700.04422121324,5868.393001383417,6640.831610700357,5629.89371855509,5024.523348795221,6204.479957548574,5084.851935817918,5846.85630571092,5816.302879626869,6084.573942533331
65,17722.20750806082,18055.93913670832,15934.917798625074,17425.308028097937,17316.694737842598,16193.496433576212,17235.253669625683,16063.39252907046,16197.518142110071,18025.04635748336,17313.31622082124
66,2133.1687428322707,2162.5764264227696,2818.756184685008,2220.822354695538,2291.316062546967,2229.3394771317016,2329.6823067606997,2614.6306305856624,2532.3837504247435,2055.7448904956773,2347.5396119957218
67,19009.362746004193,19236.71177449227,10735.441654326465,19459.382258827896,13530.399810824309,11958.094930797493,13777.898964262838,8661.579216178341,10686.357031121031,19974.32641606971,16781.375914069074
68,11700.917961787882,9073.814925300041,12376.623531949117,9397.18837210938,12630.00501002111,12969.76558393486,12103.323466274735,13406.766691299472,12542.85045651593,9410.07302075697,9669.892590203926
69,18566.126684480314,19526.046916106283,12229.380585902984,19761.481510584406,14756.015057043367,13680.506114814783,15618.08258127888,11102.35872024411,12217.865108488928,19783.303531779122,17355.009080235082
70,7946.358196645756,8260.722050222068,9952.607684125087,8008.533877133629,8447.105043798729,9313.532258340658,8474.115810709585,10729.278718346099,9591.972696585355,8209.750830383638,8568.41713338198
71,510.5401627904974,448.2657123597393,594.3260731316591,425.76294848006023,532.4729971696042,564.2830137522042,514.3579215349284,635.0759073703284,584.7216300557808,457.29079391669615,523.6551872532675
72,12640.795460805331,14378.020845367648,12097.277353431502,12565.188101893751,12240.94819070399,12924.693725430028,12555.833540601985,13421.758528703265,12035.887713387683,12762.868587078388,13017.16995506732
73,16737.206750202666,17928.285287256786,11985.206546848427,15318.014868276596,13218.334834354313,12728.79248361456,12838.17196542772,12085.49812974829,11634.133464262086,15851.830330387931,16905.207270020426
74,5193.649013865592,4835.564493509697,3644.2398358100927,4468.85983233484,4070.431489906485,3714.2125985438383,3705.2264658223553,3082.7191442233775,3488.800059891079,5357.001318507114,5020.69332902899
76,7062.456385810447,7103.7889980499785,23555.363384967448,8570.714052754398,22655.65849561122,24192.55425958652,25330.116079399635,21462.621489000452,23718.440484556035,7301.201544159423,7122.0847133314865
77,12962.941258098459,12232.45814030035,9356.15835847991,11168.67652121457,9765.455562914885,9403.051423038482,9727.285297335076,8260.773346310662,8922.832274934635,12298.698852730176,11827.05262833775
78,3233.9287469990654,3072.5558225130408,4007.5929616016756,3857.3735971548654,4393.279637643584,4650.728790155825,4923.689102267226,4737.420619598684,4222.019564287638,3268.1316840873624,2961.3511533660885
79,623.8242936353029,584.4773617745057,491.4867992160536,534.0540862186367,497.3198588388446,497.2477322808115,491.42017625984755,452.1032412252367,485.00305746815485,587.2498531459723,588.6889209543368
80,27059.39020188524,28123.5795220241,21895.44149602983,26895.601458491405,23283.02339993134,22232.188644756185,22430.472835070694,20427.37189767706,21998.7451009781,27725.19900474477,26952.295515690552
81,5448.3955131434905,5495.8395121013955,5314.039464701899,5390.074663360164,5405.819419624666,5578.084881194081,5500.49533554583,5449.532896278866,5380.212985433989,5414.9960778374425,5449.3814476174075
82,17805.69505659098,17854.932716143372,14568.0970718796,17147.007775066304,15536.500993356369,14399.78219395659,14844.2038872861,13198.325964022635,14891.636835028437,17939.218346868587,18057.551578819508
83,28.178237588287757,33.1105355720262,34.61824750300904,33.93350057423321,33.319999215351906,34.66265330741265,39.63065937579416,39.10521443278615,38.42944990515905,35.664660391096184,27.795239609224137
84,42400.44143698713,46472.72518604409,40090.607752958036,51498.30034126884,41714.05105651648,47848.93035945387,42833.65730370872,34138.03938936066,39821.36998064662,42576.090587420564,43678.61547437982
85,18038.73669718601,17075.561648063373,15627.969337431727,17759.746589126535,16001.147843255889,15634.522114474692,16868.249745224388,13648.984208871601,15353.780219719285,17299.900206148668,18214.43432546003
86,14792.8131598622,13977.026789947662,11957.881210152718,13374.012446117838,12035.744441490999,11575.556639792263,11766.582954487685,10816.520374563352,11510.115239509607,14177.919548767846,14718.11389692282
87,18012.65278806712,16968.385391380998,12474.939354857663,15609.182522532683,13709.939612421593,12939.995257070235,13129.757544107804,11911.466378681365,12802.316742409545,17127.82086550795,16864.138021751667
88,16828.214841872945,17383.336811026726,12975.93463272121,17734.239528292215,14926.173499638273,13403.725348615351,14802.891927209515,12250.769590284084,13815.432240260541,17156.18326605636,16663.157058423432
89,18033.21528576668,18438.39129220797,15135.651700275597,20116.87230015549,16705.93591727382,15968.033049000067,16984.739865207783,12025.350155586082,15282.50124003571,19670.91222811341,19294.617916042862
90,7839.166657711933,7963.54225864176,8817.406112006414,8156.452055811243,9632.714724616833,8953.47785056186,9512.799365076991,8050.887622657555,9122.089422686442,8147.205387383229,8023.024643357395
91,6246.144266487583,5538.119119062598,4568.500886477097,7941.00848840705,5529.933720909035,4798.64359601118,5168.0781684179565,4987.404992693261,5226.85518066024,5199.209007993392,5755.396345238193
92,28294.472818339444,28872.488897377836,19702.583226199225,29708.324269511988,21493.66395986807,20636.14521183559,21296.435512386986,17805.245348389504,19998.88372781056,28183.865586747765,29326.38314500534
93,4942.519991034837,5102.893863789687,5297.51502122713,5793.518933610192,5324.729971696042,5457.129916800047,5972.820739560977,5434.63137114859,5157.106179075934,5136.557735140191,5344.0802514055395
94,16708.076545128286,15522.422833307864,14022.513491232177,18829.79056528784,13930.886791684557,13187.005696405042,15577.010807016693,12856.584321034961,13700.323887968507,16354.522131152638,15858.16415743321
95,16079.492414062528,15894.585253137438,10653.742590219363,16140.731450990806,13050.548689438172,12083.005393166548,13834.222537739346,10166.904191156815,10788.3255715017,16891.39697436935,14320.071811749702
96,14464.098786915045,14039.478353965054,9359.758656220221,11956.207024474288,10338.796779186814,9513.076721975223,9918.353112689285,8011.240534583668,8695.40553041394,14312.640951372789,12850.487604718413
97,15655.581292506295,16066.352523828013,25988.0568734989,15849.563796734717,23649.974718150894,24630.365430190053,27122.142440628726,27238.27200494858,24759.81557788764,15971.523893896328,15736.114547610656
98,9889.704622751522,10885.114038946362,8484.517044017479,10665.139811351282,9701.727020726299,9903.109640722596,10229.03346361407,7679.704178503395,8638.256348470672,11004.71724263542,10302.857902458854
99,538.623203630176,600.472297420069,727.2601435432139,691.0819294799373,631.3546776889496,597.3842862800036,651.9843931854136,814.7973316688144,636.1108944488623,596.5628801917186,538.7109420415974
100,12586.818904343983,12132.719019300308,12669.078486854538,11993.670520074702,12325.811748576101,13446.090813768857,12995.7338596733,13732.071500507083,11891.619778497825,12481.572838355738,12142.065343908956
101,18321.851827549413,18673.527034054852,14267.056791593435,17978.9478931715,15550.519116003605,14218.141563261588,15915.672805318934,14148.501393693174,15024.384934817921,18388.57190182584,18684.19169231721
102,18908.454192478566,18383.27498530192,13342.61111027308,17793.68008970077,14541.537780540666,13835.811456360307,14709.699831222799,11456.382832430072,13247.630368008437,18873.166797763017,18744.236536857647
103,12468.298952325678,11667.541464156087,14624.594051804512,11384.803313462537,14092.095202127764,13638.97338607707,13817.529623638633,14035.24980270307,14364.064386915925,11218.493545276411,12474.271909623048
104,7979.010681418672,7701.5105740532945,11074.146587895904,8007.2812982533715,10215.976458454497,10705.5552693918,10196.72847157744,11772.204852918418,10801.64538083651,7852.151757797544,8195.23040670557
105,19604.43762155955,20741.56014659811,12365.453377421478,19147.490117643916,12669.36358514604,12026.067040736652,12103.563652089135,11620.751170230697,12241.084776113123,19379.139323964297,20436.18266076273
106,10258.116039868662,10378.879419692828,10396.829036083698,10965.872613420242,9766.533880041596,10236.30829909205,10188.68224679508,9884.40739959618,10630.377832430146,10366.139910885051,11196.581760663137
107,17293.346155576914,17971.379922785913,11746.202166087653,17820.325858608056,13054.107135956316,12378.522728721337,13422.303866045486,11440.758809111661,11871.010073513558,17914.348331462334,16170.593341117663
108,19826.817226310366,19957.19702853956,13253.896081338704,19002.190967534116,16282.69644503998,14169.73875909358,16488.63606556716,10872.69460869082,12969.89434363532,20526.334928235756,18451.673822509278
109,14080.74148026628,12415.83956808388,14181.018907132622,12570.99551306585,12554.091484300696,10573.35836338455,10162.021621396818,13552.621013029147,12400.832489419112,11785.212406980625,11671.951627826023
110,34266.7360390787,36785.39750623715,36083.38405266305,36661.27576301091,35407.08201409992,36941.228325128155,35002.3988252374,35593.060427990255,36930.341364010965,35756.30904361454,36949.583957060815
111,10944.38940059152,10869.42473901377,11712.968648484764,10735.398099452967,11721.091503916898,11636.138214041255,11485.325365826746,12072.041600994284,11911.329496364873,10841.315949923692,10885.667061188164
112,178.11311664758915,204.1646562656631,155.45901012017924,186.97586558017088,187.9506751856258,168.5250321462495,194.19023094139138,178.81830156331773,170.36756128914774,181.28653783367287,174.52203331560926
113,5730.273085774977,6485.691707848492,5467.0982763285365,5089.000248869316,4765.838204922033,6985.929884145301,4837.702580712474,5842.300973803547,6992.719903351401,5826.568375347749,5504.170141077898
114,11657.984228165187,11246.171694537932,7524.71459258072,10575.295744394673,7839.257679472065,7376.066894944648,7708.6436202207615,6894.890521642167,7472.323038116256,11054.98642271189,11253.241287558865
115,6242.717183537656,6463.991572227442,8245.23571727668,7275.433619761437,8088.564599167515,8534.819617521576,8564.785955645115,9336.121587075522,8470.408751109731,6871.426511968794,6560.923770067055
116,15474.707470149042,15392.425776723541,16996.544055384016,16189.126544091641,15936.880142503947,16085.96934388685,16668.77542636622,16572.392502611296,16794.569595671725,15617.94635571635,16065.381232212232
117,8337.807226926294,8642.257298582801,8414.08044976469,8378.841742460496,8796.803287990915,8934.637189154526,8786.717648149563,7931.223860247759,8417.849503464266,8511.365910842464,8196.032192463528
118,8241.563314082514,6512.282014877103,7222.751159027805,6077.284985392034,7615.722539104996,9148.650448013506,6653.507337567042,7701.650060967983,8669.305904014653,6588.75497515984,6190.855099116038
119,9699.120732036143,9023.385032659571,9572.730114858734,9219.322171112897,8798.852090531667,8605.08175260417,8866.939710158746,7577.470684882346,8753.094704627538,9247.200877309204,10210.47436568076
120,12280.094980325528,12107.75876940755,9408.13188739776,11469.750935705417,9989.422030132639,9594.268522515109,9762.952890773291,8819.53538255927,9313.876677365351,12288.53918686209,12260.2841995546
121,15886.718998129141,15847.00796048471,17682.53924790364,15510.456532606979,17215.7642547825,17130.533085448067,17233.692461832088,15680.739426179662,18085.691114031,15794.15306061598,16287.654061779585
122,11356.210535074404,11050.157323951538,10044.830695473102,11464.96836179898,10598.132048160669,10353.307765511063,10778.938885680014,8991.21901451476,9904.89821724165,11288.235418266715,11496.627808752455
123,11071.95304372769,10508.672719135171,9000.375089475652,10672.655284632825,9511.188384436568,9246.913345077162,9508.596113325013,8329.591298730484,8858.573194765353,10600.4472049678,10857.871821578938
124,18919.211425071393,16956.771234288037,9740.836324733347,15198.678262230298,12069.927094407718,10530.16016181525,11249.46289608717,8957.984097860566,9333.04640296207,19402.527721431456,15594.73299229066
125,8990.000151647104,9074.73183243896,11321.4593480574,9153.73258611035,10790.288160140466,10869.083883043284,10711.686857648363,11160.610136662463,10726.22646041374,9140.418555841501,9087.796129926135
126,11551.459066471625,9118.743375107008,9928.421068536318,8293.438636988432,10397.565062592532,8286.664165615055,8417.912330140278,18280.829780729113,8768.484484331946,10315.764900955786,6418.20590515046
127,14283.700948300839,14045.08167536955,10622.632325129991,12983.207835477677,10758.046478051825,10001.268445734278,10271.186074041052,9565.605074081781,10194.964065120637,13443.354540534616,13753.92197932464
128,13168.8518253399,13454.389720764602,11728.754569346138,14233.96478281787,13109.963963119915,12428.903281876854,13989.862945469738,10994.074304297434,11779.75137982777,13654.802586414171,12913.739592290687
129,9363.837783434961,8677.812919858608,7024.642467983919,7858.338282310094,6966.575628825325,6671.051426923309,6599.465529327323,5930.084503661903,6934.310739444028,8653.177913584508,9734.748149292116
130,10468.40565754612,10635.715297160761,8133.072595366932,10187.11016232232,8420.039283918297,8367.127321791122,9031.346900114691,7295.515766962813,8061.724601181563,10320.950563742623,10335.731118535146
131,1064.109255952299,1115.2647166368333,1308.9390169204405,1198.2625051766981,1343.5831398811804,1389.1084335958612,1435.1102410325461,1478.5022297439768,1301.6513676307152,1107.1919199158701,1059.2480735694712
132,14464.098786915045,14793.685415010315,11440.638434794428,14529.6872693658,12311.577962503523,11886.271414935287,12788.09322312558,10919.747303193086,11119.520830637499,14471.491560414435,14038.645010706305
133,52.16781823777598,63.164714014326904,52.52742087789905,61.2624943252935,55.964658876270676,38.40996717848429,54.522179868516815,48.85893997260348,52.64924635718512,67.30778637607469,60.579368379078254
134,2773.4620739769443,2696.827652698786,3632.6081046490817,2780.383501748497,3498.3842541866084,3963.200786866154,3455.91359047645,4203.494458567202,4006.3826510024837,2804.9144184142824,2762.5973726988477
135,167.9270645464176,154.95730647708262,127.39515081107326,141.0859302398488,124.86912327306636,123.45317364141562,102.0789711194698,120.11532377738008,131.03812426677186,164.56542109244677,171.76032681597482
136,7536.155406889229,7492.150110667098,10095.050233184134,7737.862968190836,8995.213639305633,9321.547346342673,8808.214278538251,10888.58956882978,9675.851495909965,7547.361781754941,8107.390322555906
137,87.771402217572,108.50067810525509,86.68409174753464,84.03665578451042,81.62860649197862,156.03398590934404,93.5523747083141,93.20226626936561,124.19822217592387,97.68095412754235,84.63294111782992
138,2921.7786083098913,2995.535622843958,4132.495598592533,3332.8846587491,4173.087280369316,4209.586673889114,4576.50050755383,5104.991572812171,4201.3198605916505,3006.202798425751,2817.3860661593376
139,7414.969945909871,7766.203466632484,4223.887772000476,6946.8024699049365,5022.585512791784,4774.702424057112,5027.089095365889,4639.34149055941,4548.174895567021,7699.22762051228,6748.808899348636
140,12145.39158104368,11817.81235636759,10003.935005756215,11192.589390746747,9986.51057389052,10770.092341615811,10307.093853293665,10978.269656431989,9654.431802520203,12200.277089633086,11745.359568332435
141,4519.656033713303,4424.6882167036,5214.800488526606,4478.197238533118,4870.974124776299,4867.344350314161,5542.287667251214,4585.244438722831,5092.667101483209,4522.427099384905,4614.900648195605
142,11572.021564171187,11250.654351661531,9770.377229269247,11317.619537157847,10698.84686779542,10265.349981592854,10854.477324308422,9098.961556820333,10009.11672541536,11415.019581912215,11514.979793879058
143,8065.544525904325,8328.06378564702,4818.213845132135,8841.72657411908,5810.4040055664145,5459.9404022033505,6226.45695956606,4230.58814062225,4775.241645240829,8947.27907449506,7554.781760709698
144,7594.511013786596,8003.988051325127,5521.010427106557,7501.694913858756,5899.580831945366,5683.634221895933,5796.043980163496,5169.4745361031855,5528.530862351324,7829.504169299933,7219.278964657331
145,95.76792910073473,88.22684247807597,113.17859050317088,67.41151791928208,97.69553167996384,101.38565862288266,77.82020386519581,117.40595557187528,114.29836388653864,77.573282096954,83.20754421479278
146,2969.56737611165,3113.714765193344,3958.296577157391,3191.2293744727704,3735.829685488242,4158.893844577673,3947.6940454578958,4637.62555736259,4191.869995860874,3151.401356457158,2987.9882579915948
147,13833.420327379888,13391.83627817622,10795.077355358315,11965.544430672568,10535.589654811465,10059.455902787864,9760.190753907706,9408.822967256569,10331.942104361042,12270.86560144573,13612.005900166003
148,7351.2833210903955,7431.736118069523,5321.055429529176,6927.330561857306,6048.065100293391,5572.151634231552,6277.256259311396,5338.268175306135,5219.745282434227,8135.034954312084,6799.410489406455
149,95.76792910073473,90.57004961086552,67.20555781917487,97.81502346733667,76.23702085842653,84.21047004713765,84.42531376116149,89.95102442275982,84.50879030666125,82.33562547261967,114.38810146873011
