,TAC-MI_126_Acetyl_norm_log2_ro,DKO_127N_Acetyl_norm_log2_ro,Sham_127C_Acetyl_norm_log2_ro,DKO_128N_Acetyl_norm_log2_ro,DFC_128C_Acetyl_norm_log2_ro,Sham_129N_Acetyl_norm_log2_ro,DKO_129C_Acetyl_norm_log2_ro,TAC-MI_130N_Acetyl_norm_log2_ro,Sham_130C_Acetyl_norm_log2_ro,DFC_131N_Acetyl_norm_log2_ro,TAC-MI_131C_Acetyl_norm_log2_ro
0,-1.1719465808541887,-0.05447615795697702,-1.3134773519539749,1.1667414824740137,0.1870914599812612,0.029174650547887815,0.3678870728965937,0.10507607700088917,0.1395463903705485,0.16354232647328537,0.3808406310206629
1,-0.7108587813837763,-0.3003874490627041,0.01480851245647452,-0.2419382472817433,0.01901695481998278,-0.13100676653195542,-0.341640484578531,-0.1067463235255568,-0.041327421862395575,0.48973201174142567,1.3503479952087782
2,0.08721617028557738,0.3183401235318195,0.0037544046845634504,0.15993745902782974,-0.8564705333059353,-0.2011156637242797,-0.201438616128502,-0.1331819286671223,0.3699848129305403,-0.07646550032595956,0.5294392716914582
3,-0.043533185719375034,0.4748012861079749,-0.053923357739279254,-0.2959653712121284,-0.10215565615554834,-0.3536913821824106,0.23519513723470897,-0.2882998416877065,0.1227640911697021,0.28526672837327993,0.019541551810770663
4,-0.4424300934698433,0.9602472102015134,-0.889293558861858,0.8528921512879157,-0.06223250520866719,-0.5096884412107867,0.4977933968983659,0.09359734634829486,-0.4004196753137519,-0.4635123358355515,0.363046505164359
5,0.4978427690744107,-0.5342889727291422,-0.9780887389001722,1.164414085796413,0.18924204562989022,0.31770347074591987,0.33067262904489025,0.5513387456928851,-0.9569938167028831,-0.12273124376296618,-0.45911097388926114
6,0.5324300874259742,0.04613870348607518,-1.2990972282013658,0.5685599926443339,0.025636637516336602,-0.15631663706123966,0.31511230080770325,0.4761154961573584,-1.1999997940028035,-1.0580178006098715,1.7494382418374848
7,-0.3149425686575573,0.25890597152913,-0.47771619137250987,0.36882436332696633,0.031808536510477214,-0.6994403654922339,0.04840200801170225,0.1318958361404423,-0.17031708401857948,0.1451018787133509,0.6774776153088031
8,-0.8408149740879178,0.03916683426917977,-0.19610003225866013,0.2381601527429078,-0.5723308900989243,0.007311340344775097,0.3669179910885729,-0.9824041028143009,-0.16323116300547547,0.25701986623607986,1.8463049775837739
9,-0.4913550594289444,0.11264127138678814,-0.26104416130704067,0.38431622135027155,0.059004504438008976,0.4929782072267739,0.765479134187518,-0.5480552905688141,-0.36465495351250654,-0.059881141690886874,-0.08942873208115465
10,-0.40171070168071754,-0.28644382070806973,0.09094448265364541,0.6643768677193691,-0.8685241954383138,-1.935649750189242,-0.1268284848485126,0.14354228433326943,-0.28860819916500224,0.2668024133581892,2.742099103965404
11,-0.3360753381889201,0.7751811363547239,0.16551033770046786,0.545942869206395,-0.5354165657970817,-1.8361927196007093,0.684970352937404,-1.095416902754129,-0.05575204315927129,0.013208831563579437,1.6740400417375625
12,-0.8695203614476696,0.43783317089144846,-0.24214970497597843,0.9799634668059269,-0.5760436162587825,-0.4941335692675275,0.7107108174334011,-0.9371089087302762,0.09017222640874945,-0.0797009501866297,0.9799774293273558
13,-0.7049451277432213,0.8336817562054226,0.4556290980247164,0.5015769669791754,-0.11632623068991599,-0.29226527257976986,0.6100256656125205,-1.2882397062105277,0.1886520767547677,0.45577334709698913,-0.6435625734501409
14,-0.16439081723172766,0.22526536454228907,-0.24737854823970817,-0.4712374018868912,-0.5301721537059674,-0.3673386873933042,-0.16462975764551313,-0.5561522008548554,-0.09686048783327195,0.13847282549049833,2.2344218647584686
15,-1.50562860331805,0.5934232558657007,0.774722977303449,0.5700876672798132,-1.431582879094503,-1.0864059022878265,1.21991502252372,-2.268706108790703,-0.07149997220936566,0.7795558721693507,2.4261186705584348
16,-0.6827563216914512,0.12028194318334862,-0.4057174751107877,0.3452530955071236,-0.12208102321600522,-0.4753245969137687,0.2536433607377466,-1.2887490270176576,-0.39532363861342246,0.31911049503259115,2.331663188102298
17,-2.7376309289898657,0.3257970204631637,0.10168794381984503,0.4806897370507981,-0.23340421922693322,0.4837415349667018,0.14189615442519532,-1.0141496378023573,-1.489368843192515,0.25281028093640323,3.6879309575495802
18,-0.4530970602772664,0.32185410644587176,-0.0032326179222677,0.17794674895571472,0.24614100945596995,-0.3423395189086573,0.45772674315631967,-0.5508541075349207,0.21806212305365857,0.28185577887302227,-0.35406320529742974
19,0.01429533039290476,0.9537445173748162,-1.0482029260586394,1.0782460051116276,0.7387611709387842,-1.1147359042716714,1.1546375196002714,-0.005261302813116764,-0.8628322950885705,-0.8882447291566216,-0.020407386029775765
20,-0.46415594396164694,2.5965685624124153,-0.3047588755359991,1.760025877355703,0.3389713235439906,-1.0085998836951837,1.6104827217599706,-1.4519770761288406,-1.7146994056122433,-0.5888631661111621,-0.7729941340270021
21,0.6924781344503255,3.1214364451134187,-1.4942020413789605,2.1370648776607104,-0.049659766108138825,-2.7005433900673284,2.802043476371226,-1.2934969385514954,-3.18425049064794,0.2991377534712245,-0.3300080603130382
22,-0.7402822742931439,1.4227276428827205,-0.3155163925747777,1.511274936484238,-0.48039642141474026,-1.0412721771624027,1.2832682212004682,-0.6534038273304348,-0.3452732555081166,-0.12055135149657836,-0.5205751007872306
