A	Coef.DKOvsDFC	Coef.TACMIvsSham	Coef.DKOvsTACMI	Coef.DFCvsSham	t.DKOvsDFC	t.TACMIvsSham	t.DKOvsTACMI	t.DFCvsSham	p.value.DKOvsDFC	p.value.TACMIvsSham	p.value.DKOvsTACMI	p.value.DFCvsSham	F	F.p.value	Res.DKOvsDFC	Res.TACMIvsSham	Res.DKOvsTACMI	Res.DFCvsSham
46	6.41292807316809	0.0544075034939819	-0.0867529062665007	0.286189984900992	0.14502957514051	0.403591538464027	-0.719485909527614	2.37351888767438	1.07582053200101	0.695520243680905	0.48930353509376	0.0404888981324868	0.308784560573195	2.26377679879728	0.147134031765711	0	0	0	0
47	10.3105318821484	-0.379770996355905	-0.27132378574645	-0.396209672060609	-0.287762461451154	-2.10596693467481	-1.68218063348666	-2.45646077547839	-1.59574647530174	0.0631321786186608	0.125317051939698	0.0352509854762554	0.143499789961319	5.78493244205524	0.0162050422018655	0	0	0	0
48	14.0570563286378	-0.0450743609834312	0.0708609730595775	-0.219737978125758	-0.10380264408275	-0.826485616648041	1.45267291669417	-4.50469977774715	-1.90333019553986	0.428962498239768	0.178792844138726	0.00131806343206758	0.0879512979171765	7.97327053219526	0.00599759229512237	0	0	-1	0
49	13.6960165240508	0.0562998572078595	-0.163856922126596	0.225594612509058	0.00543783317460189	0.871925271592786	-2.83721189062516	3.90621103316687	0.0842166286521082	0.404921071500342	0.0186518108365479	0.00328378193640019	0.934646670246614	5.60347020689607	0.0177748378693146	0	0	1	0
50	7.3670685080554	-0.0673413522989001	-0.285301402445261	0.354462369007102	0.136502318860741	-0.632271577334347	-2.99488905716365	3.72089117339461	1.2816276108148	0.542247474455775	0.0143471462102732	0.00439916222876705	0.230614850889596	6.9297541066162	0.00939075032601701	0	-1	1	0
51	13.8481643347891	0.205889481257183	-0.542666228115861	0.732747239187745	-0.0158084701852985	2.45841738610665	-7.24451407602671	9.78206752776215	-0.188760580258788	0.0351358812108408	3.81163165767632e-05	3.05833328226461e-06	0.854284238286403	35.0285534073685	1.9781100104942e-05	0	-1	1	0
52	14.6091980201681	0.174111940716523	-0.411635961570912	0.379673614808238	-0.206074287479197	2.13634227012932	-5.64690644452121	5.2084404241391	-2.52851820108861	0.0600451193987506	0.000266051672976444	0.000481018482115573	0.0312491589656298	13.3891192163631	0.000969509686631909	0	-1	1	0
53	13.8890241585326	0.0378323138195409	-0.311181543586946	0.365356303467829	0.0163424460613424	0.596815658206004	-5.48840489023394	6.44390184429546	0.257806798424219	0.564695144117365	0.000328538382802238	9.6959448884694e-05	0.802099324267927	17.3014613159686	0.000362705934661146	0	-1	1	0
54	14.0968763522978	0.0500329297101505	-0.292850803000965	0.25877492110863	-0.0841088116024853	0.724882064936953	-4.74365227398622	4.19168474318137	-1.21857683303789	0.486136942125837	0.000928554900394357	0.0021114686016569	0.252638056863573	9.03169280113139	0.00395881158748404	0	-1	1	0
55	12.9605964982562	-0.290775917348478	0.383176854902329	-0.495067926922925	0.178884845327882	-1.10584595627945	1.62926029767222	-2.10501889053819	0.680314534468269	0.296230620624298	0.136185687288838	0.0632309432621918	0.512675188409811	1.67631621914838	0.237952875716608	0	0	0	0
56	13.9869319991136	0.106015617971188	-0.308393586447636	0.355492743232263	-0.0589164611865609	1.6115268009081	-5.24116735646888	6.04162032924403	-0.895579896941301	0.140013172491325	0.000459787444788842	0.000159698387695784	0.392783640235338	14.4415791014456	0.000728920748302963	0	-1	1	0
57	13.9599705282154	-0.0175711054272014	-0.187600427700124	0.201216782117724	0.0311874598448014	-0.282831406174451	-3.37611614570718	3.62116033115228	0.502005588632981	0.783422226954015	0.00766253746936499	0.00515795859169639	0.62718627742827	6.39690218696051	0.0120128962868725	0	-1	1	0
58	13.5236266875529	0.0960326755400835	-0.218580602395567	0.342211146340214	0.0275978684045626	1.22574300280717	-3.11922726952303	4.88348155280213	0.352253999995722	0.250051616002366	0.011677888301949	0.000759360400555928	0.732399434647932	8.41340509655329	0.00502381677101093	0	-1	1	0
59	13.168228893357	-0.00967800186110779	-0.0344516229489624	-0.27366362841015	-0.298437249498004	-0.163403815222279	-0.650341072853065	-5.16593073031061	-5.03882783577342	0.873652195764111	0.531009459476855	0.000510182930582668	0.000609303357278384	17.9407865137652	0.000314417624893363	0	0	-1	-1
60	13.6486682116157	-0.04021703397121	-0.319025473742144	0.107507601905377	-0.171300837865557	-0.625802421683361	-5.55018641635339	1.87034353323218	-2.66554911158778	0.546304276259424	0.000302477704853648	0.0927755024122071	0.0248469326064083	10.6353859264718	0.00224451039241348	0	-1	0	0
61	13.5142856715046	-0.0591407888772562	0.446455344798457	-0.340676001120487	0.164920132555226	-0.333574542159259	2.81539165107038	-2.1483366263823	0.930206694133399	0.74600529164494	0.0193433136890159	0.0588666083653266	0.375483860808207	2.89125039204534	0.0918941229861075	0	0	0	0
62	9.97913780067097	0.0325509541803957	-0.211859930837678	0.118586145757307	-0.125824739260766	0.32644027379811	-2.37543878073987	1.32962438143249	-1.26184510927787	0.751226577225698	0.0403593853591056	0.214935179218161	0.237347905659112	1.91643432402949	0.194551352545949	0	0	0	0
63	7.83246704286212	-0.123455863851843	0.577021738568273	-0.621012593190627	0.0794650092294891	-1.66406365086847	8.69571691253686	-9.35865903926801	1.07111018666082	0.128946305164131	8.37911674656865e-06	4.4781429806257e-06	0.310790732014451	37.1608969720361	1.53416630205867e-05	0	1	-1	0
64	13.6337164362222	0.0230703737963491	-0.0533550763062465	0.106517615269352	0.0300921651667565	0.417479465980183	-1.07947164727703	2.15504790882226	0.544545188339906	0.685681328680192	0.307236396854771	0.058216956325327	0.598717040365797	1.68344051198958	0.23651218742077	0	0	0	0
65	13.3410117263699	-0.0344616666358331	-0.123516334779344	-0.0196424575401952	-0.108697125683706	-0.619833105264695	-2.48380726845439	-0.394992928634105	-1.95504406846718	0.550063137050464	0.0336756036256183	0.701642188518977	0.0808595280558483	3.30497038932893	0.0688645380408066	0	0	0	0
66	12.2511908472657	-0.0301527629851694	0.0162102068875924	0.0385967942631744	0.0849597641359363	-0.524401898546302	0.315196005913639	0.75048736127697	1.47757807915793	0.612112809160543	0.759482743536709	0.47128821000819	0.172151672326765	0.916022102058846	0.469667182594455	0	0	0	0
67	8.07986272648238	0.248284652183774	0.0139990821067162	0.259192205494058	0.0249066354170004	1.56341570151254	0.0985551134602281	1.82474229565511	0.156833797579904	0.150885964286563	0.923556673464734	0.0998520564092775	0.87868550053428	1.65450719460504	0.242426935502414	0	0	0	0
68	12.846127472189	-0.0319940273018791	0.528446862821996	-0.549092330255395	0.0113485598684804	-0.409359811105877	7.55949219561743	-7.85482794442709	0.145203486896194	0.691426309641166	2.69369290426812e-05	1.96414065014528e-05	0.887609397907737	28.2849515431102	4.90400884169227e-05	0	1	-1	0
69	8.98929866557188	-0.0755615236044562	-0.289163860326804	0.0439863226314099	-0.169616014090938	-0.62245442935928	-2.66321283876963	0.405116113161031	-1.39724868193293	0.548410668915108	0.0249442195082749	0.694437188939054	0.194371332000209	2.74796575813144	0.101948125518724	0	0	0	0
70	12.9590840648923	0.0227679092740054	-0.117574626374342	0.302068909258335	0.161726373609987	0.360681196665113	-2.08242305631628	5.35009364378589	2.56201222799837	0.726292801684703	0.0656292823084034	0.000396080353809115	0.0295462413531526	11.9145708276677	0.00149179750784188	0	0	1	0
71	11.5795711504448	0.102665332838244	-0.165553451774958	0.426672393652773	0.158453609039571	1.39534100470635	-2.51564748724343	6.48344884060638	2.15356841422775	0.194927630279522	0.0319292461166806	9.24210037474014e-05	0.0583595740546664	15.5917051638683	0.000543683502717492	0	0	1	0
72	14.2574973529506	-0.0328401871505619	-0.190271595829001	0.0692452363219811	-0.0881861723564583	-0.461825639125274	-2.99158525284281	1.08872281702322	-1.2401462642041	0.654685308472761	0.0144260399749191	0.303340492097777	0.24491833038684	3.07866073549004	0.0804731543166859	0	-1	0	0
73	14.1221201848564	0.10715573391867	-0.118323113998219	0.478113475279958	0.252634627363069	1.49192881781776	-1.8418628354842	7.44249717156367	3.51743081921948	0.168423272122434	0.0971383500197398	3.06053933959629e-05	0.00609386770818101	22.6445709067794	0.000123295338549061	0	0	1	0
74	5.84111732194593	0.132339523649859	0.0148015667278054	-0.0940489306862169	-0.211586887608271	1.18404207970602	0.148060858715758	-0.940776452572511	-1.89306846158115	0.265407890841904	0.885415353862276	0.370313816735036	0.08942628765454	1.65617619942663	0.242081111890138	0	0	0	0
75	10.906236201741	-0.105807409646543	0.184922363541375	-0.328952512343083	-0.0382227391551648	-1.30733643923472	2.5545577572627	-4.54422156457599	-0.472272970974705	0.222101844487609	0.0299170536902606	0.00124316312202548	0.64748015139088	7.10535721494374	0.00868214217334598	0	0	-1	0
76	5.56908041653471	0.16548080528828	-0.232061423491285	0.781378987709055	0.38383675892949	1.05916035642391	-1.66062682813428	5.59153214872351	2.45674824755733	0.315925178729064	0.129645415373912	0.000286287333833379	0.0352340505670405	12.4344197005933	0.00127575257428783	0	0	1	0
77	7.78021623993869	-0.271477789600938	0.0557144382785566	-0.260639933638783	0.0665522942407115	-0.824056094905379	0.189079843497415	-0.884541949704364	0.202015876803812	0.43027472913223	0.854041001290716	0.398415071898421	0.844199326283753	0.345933477159389	0.792995471730898	0	0	0	0
78	5.58465974535273	-0.27165038541566	0.464879098015065	-0.29817318472865	0.438356298702075	-0.998530426748748	1.91049543264833	-1.22539066607772	1.61130675865315	0.342976263786448	0.0869349473803803	0.250178277461487	0.140061264509142	1.56788023965277	0.261188585262333	0	0	0	0
79	13.5702303138598	0.034205901770731	0.0184638410476037	0.268979797022325	0.253237736299198	0.432464462155758	0.260991546044943	3.80210449703924	3.2016791184229	0.675134509236307	0.799714769376013	0.0038679751764957	0.0101942864232854	8.5587375738714	0.00474507386850741	0	0	1	0
80	7.84670902100694	-0.207803979288804	-0.0753554846236915	-0.173793972452886	-0.0413454777877735	-2.24562495898548	-0.910444005117042	-2.09977656086177	-0.446798166133127	0.0500998791318528	0.385289358272282	0.0637797591920671	0.665115182734442	3.4146687835121	0.0639642258048671	0	0	0	0
81	13.0537078062933	0.00915364683961428	0.100704468890244	-0.145044393177079	-0.0534935711264488	0.178299811668779	2.19311033535249	-3.15873129829293	-1.04197745712223	0.862262764082585	0.0546615617442111	0.0109411544939265	0.323421454632625	4.39432402540555	0.0345890932742931	0	0	-1	0
82	13.4395646144784	0.0744435294585291	-0.24828315231197	0.341740120152814	0.0190134383823146	1.16345303499395	-4.33834573009289	5.97135479093445	0.297154672171981	0.273264445030092	0.00169023843993397	0.000174619980648343	0.772796323076571	13.2526344020029	0.00100734292909804	0	-1	1	0
